Enlighten Version,1.6.7
Serial Number,,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338,WP-00338
Measurement ID,,20190528-083147-857257-WP-00338,20190528-083204-321288-WP-00338,20190528-083216-714312-WP-00338,20190528-083232-947343-WP-00338,20190528-083303-960393-WP-00338,20190528-083318-780414-WP-00338,20190528-083332-630434-WP-00338,20190528-083345-210451-WP-00338,20190528-083411-690488-WP-00338,20190528-083422-050503-WP-00338,20190528-083432-890518-WP-00338,20190528-083444-810535-WP-00338,20190528-083459-490555-WP-00338,20190528-083511-810572-WP-00338,20190528-083529-740597-WP-00338,20190528-083556-280635-WP-00338,20190528-083611-970657-WP-00338,20190528-083626-660677-WP-00338,20190528-083641-610698-WP-00338,20190528-083658-400722-WP-00338,20190528-083709-420737-WP-00338,20190528-083739-690779-WP-00338,20190528-083815-833837-WP-00338,20190528-083826-773853-WP-00338,20190528-083852-279903-WP-00338,20190528-083910-809929-WP-00338,20190528-083924-389948-WP-00338,20190528-083937-609967-WP-00338,20190528-084021-113035-WP-00338,20190528-084033-713053-WP-00338,20190528-084047-283072-WP-00338,20190528-084106-450107-WP-00338,20190528-084122-235134-WP-00338,20190528-084134-905152-WP-00338,20190528-084150-065173-WP-00338
Integration Time,,2000,2000,2000,2000,1000,1000,1000,1000,500,500,500,500,500,500,500,200,200,200,200,200,200,100,50,50,500,500,500,500,1000,1000,1000,1000,1000,1000,1000
Timestamp,,2019-05-28 08:31:47.857257,2019-05-28 08:32:04.321288,2019-05-28 08:32:16.714312,2019-05-28 08:32:32.947343,2019-05-28 08:33:03.960393,2019-05-28 08:33:18.780414,2019-05-28 08:33:32.630434,2019-05-28 08:33:45.210451,2019-05-28 08:34:11.690488,2019-05-28 08:34:22.050503,2019-05-28 08:34:32.890518,2019-05-28 08:34:44.810535,2019-05-28 08:34:59.490555,2019-05-28 08:35:11.810572,2019-05-28 08:35:29.740597,2019-05-28 08:35:56.280635,2019-05-28 08:36:11.970657,2019-05-28 08:36:26.660677,2019-05-28 08:36:41.610698,2019-05-28 08:36:58.400722,2019-05-28 08:37:09.420737,2019-05-28 08:37:39.690779,2019-05-28 08:38:15.833837,2019-05-28 08:38:26.773853,2019-05-28 08:38:52.279903,2019-05-28 08:39:10.809929,2019-05-28 08:39:24.389948,2019-05-28 08:39:37.609967,2019-05-28 08:40:21.113035,2019-05-28 08:40:33.713053,2019-05-28 08:40:47.283072,2019-05-28 08:41:06.450107,2019-05-28 08:41:22.235134,2019-05-28 08:41:34.905152,2019-05-28 08:41:50.065173
Note,,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library
Temperature,,9.99381697227335,10.010854111966182,9.9767782325805,9.99381697227335,9.99381697227335,9.99381697227335,10.010854111966182,9.9767782325805,9.9767782325805,9.99381697227335,9.9767782325805,10.010854111966182,9.99381697227335,10.010854111966182,9.99381697227335,9.99381697227335,9.99381697227335,9.99381697227335,10.010854111966182,9.99381697227335,9.959737892887631,9.9767782325805,9.9767782325805,9.99381697227335,9.9767782325805,9.9767782325805,9.9767782325805,9.9767782325805,9.9767782325805,9.959737892887631,9.9767782325805,9.99381697227335,10.010854111966182,9.9767782325805,9.9767782325805
CCD C0,,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062,772.0532836914062
CCD C1,,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743,0.20115000009536743
CCD C2,,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06,-3.862100129481405e-06
CCD C3,,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08,-2.1540000005870752e-08
CCD Offset,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
