Integration Time,200
Timestamp,2019-03-04 19_36_49.405000
Note,
Temperature,-15.41
CCD C0,535.4879760742188
CCD C1,0.12055999785661697
CCD C2,-1.2115999652451137e-06
CCD C3,-8.375500293311688e-09
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,532.0
Laser Enable,False
Laser Power,100
Laser Temperature,0.00
Pixel Count,1024

Pixel,Wavelength,Wavenumber,2019-03-04 19:36:49 Benzene 1x200ms Spectrum,2019-03-04 19:37:47 BMSB 1x60ms Spectrum,2019-03-04 19:42:13 Toluene 1x500ms Spectrum,2019-03-04 19:42:42 Cyclohexane 1x500ms Spectrum,2019-03-04 19:43:25 Caffeine 1x500ms Spectrum,2019-03-04 19:43:52 AmmoniumNitrate 1x500ms Spectrum,2019-03-04 19:45:29 Isopropanol 1x1s Spectrum,2019-03-04 19:46:51 Acetaminophen 1x500ms Spectrum,2019-03-04 19:47:20 Acetone 1x500ms Spectrum,2019-03-04 19:47:54 Coconut Oil 1x500ms Spectrum,2019-03-04 19:48:54 Methanol 1x1s Spectrum,2019-03-04 19:49:23 Mineral Oil 1x1s Spectrum,2019-03-04 19:50:32 Fructose 1x2s Spectrum,2019-03-04 19:51:30 Sugar 1x1s Spectrum,2019-03-04 19:52:27 Ammonium Chloride 1x2s Spectrum,2019-03-04 19:52:56 Sucrose 1x2s Spectrum,2019-03-04 19:54:30 Glucose Solution 1x5s Spectrum
398,582.75,1637.00,324.60,4354.00,36884.00,1036.00,16588.00,463.00,144.00,43199.00,1709.00,27757.00,1249.00,5408.00,27780.00,47759.00,2980.00,17818.00,2164.00
399,582.87,1640.41,331.10,4300.00,36735.00,1091.00,16626.00,484.00,152.00,43260.00,1663.00,27735.00,1244.00,5369.00,27839.00,47659.00,3023.00,17793.00,2162.00
400,582.98,1643.81,330.20,4224.50,36608.00,1120.00,16646.00,511.00,139.00,43218.00,1682.00,27763.00,1263.00,5418.00,27903.00,47865.00,3013.00,17853.00,2176.00
401,583.10,1647.21,329.90,4198.10,36291.00,1112.00,16714.00,497.00,146.00,43267.00,1695.00,27861.00,1262.00,5371.00,27797.00,47751.00,2996.00,17933.00,2187.00
402,583.21,1650.60,320.60,4175.60,36254.00,1063.00,16736.00,501.00,154.00,43315.00,1712.00,27797.00,1257.00,5390.00,28012.00,47902.00,2986.00,17912.00,2155.00
403,583.33,1654.00,312.80,4171.30,36034.00,1006.00,16759.00,474.00,155.00,43368.00,1699.00,27833.00,1270.00,5417.00,27890.00,47964.00,3019.00,18013.00,2187.00
404,583.44,1657.39,321.40,4173.70,35776.00,993.00,16877.00,475.00,154.00,43367.00,1710.00,27787.00,1272.00,5435.00,28008.00,47949.00,3038.00,18047.00,2200.00
405,583.56,1660.78,315.70,4158.00,35596.00,995.00,16784.00,496.00,151.00,43423.00,1684.00,27782.00,1250.00,5382.00,28008.00,47987.00,3026.00,18046.00,2188.00
406,583.68,1664.17,316.00,4155.70,35338.00,957.00,16835.00,495.00,156.00,43324.00,1697.00,27867.00,1270.00,5397.00,28115.00,48080.00,3018.00,18029.00,2147.00
407,583.79,1667.56,302.90,4160.50,35138.00,953.00,16901.00,493.00,145.00,43423.00,1688.00,27801.00,1289.00,5403.00,28045.00,48015.00,2992.00,18052.00,2082.00
408,583.91,1670.95,309.20,4158.60,35020.00,953.00,16835.00,492.00,160.00,43343.00,1697.00,27852.00,1284.00,5396.00,27988.00,48027.00,3041.00,18046.00,2126.00
409,584.02,1674.33,316.40,4159.50,34684.00,978.00,16969.00,519.00,169.00,43355.00,1730.00,27824.00,1316.00,5441.00,28035.00,48030.00,3069.00,18099.00,2221.00
410,584.14,1677.71,312.10,4168.00,34451.00,960.00,16898.00,514.00,155.00,43360.00,1729.00,27874.00,1319.00,5443.00,28141.00,48063.00,3053.00,18090.00,2236.00
411,584.25,1681.09,320.00,4152.50,34286.00,972.00,16932.00,509.00,178.00,43277.00,1699.00,27852.00,1325.00,5479.00,28103.00,48093.00,3068.00,18077.00,2238.00
412,584.37,1684.47,316.40,4168.50,34046.00,974.00,16955.00,511.00,156.00,43368.00,1707.00,27814.00,1322.00,5458.00,28063.00,47949.00,3062.00,18092.00,2261.00
413,584.48,1687.84,317.90,4175.70,33885.00,955.00,16946.00,507.00,161.00,43163.00,1726.00,27854.00,1303.00,5432.00,28150.00,48059.00,3069.00,18170.00,2257.00
414,584.60,1691.22,322.10,4184.50,33520.00,957.00,16989.00,494.00,185.00,43333.00,1720.00,27855.00,1314.00,5452.00,28057.00,48085.00,3091.00,18153.00,2256.00
415,584.71,1694.59,324.90,4185.00,33422.00,965.00,17054.00,505.00,192.00,43231.00,1713.00,27820.00,1333.00,5422.00,28143.00,47943.00,3064.00,18170.00,2303.00
416,584.83,1697.96,335.90,4185.90,33067.00,944.00,17010.00,511.00,197.00,43267.00,1728.00,27780.00,1320.00,5460.00,28133.00,48017.00,3081.00,18183.00,2289.00
417,584.94,1701.32,369.20,4164.80,32799.00,927.00,17020.00,520.00,207.00,43353.00,1728.00,27851.00,1349.00,5477.00,28104.00,47873.00,3098.00,18191.00,2314.00
418,585.06,1704.69,402.60,4160.70,32706.00,942.00,17056.00,507.00,196.00,43285.00,1760.00,27822.00,1342.00,5454.00,28167.00,47987.00,3083.00,18174.00,2324.00
419,585.17,1708.05,393.80,4169.30,32426.00,970.00,17086.00,529.00,194.00,43278.00,1720.00,27777.00,1306.00,5456.00,28101.00,48034.00,3123.00,18140.00,2299.00
420,585.29,1711.41,359.60,4171.00,32152.00,963.00,17077.00,505.00,203.00,43203.00,1716.00,27837.00,1310.00,5451.00,28249.00,48066.00,3126.00,18217.00,2335.00
421,585.40,1714.77,338.70,4186.90,31953.00,954.00,17086.00,509.00,207.00,43255.00,1723.00,27836.00,1312.00,5466.00,28122.00,48000.00,3121.00,18248.00,2346.00
422,585.52,1718.13,326.40,4202.10,31668.00,966.00,17116.00,520.00,218.00,43316.00,1746.00,27863.00,1310.00,5465.00,28190.00,48053.00,3144.00,18210.00,2342.00
423,585.63,1721.49,329.20,4202.70,31457.00,951.00,17129.00,539.00,215.00,43347.00,1717.00,27788.00,1308.00,5504.00,28254.00,47970.00,3148.00,18248.00,2352.00
424,585.75,1724.84,325.80,4198.30,31258.00,955.00,17157.00,530.00,186.00,43309.00,1720.00,27770.00,1304.00,5486.00,28265.00,48063.00,3133.00,18322.00,2350.00
425,585.86,1728.19,333.30,4200.90,31011.00,952.00,17151.00,517.00,192.00,43330.00,1750.00,27812.00,1329.00,5544.00,28312.00,48066.00,3187.00,18280.00,2360.00
426,585.98,1731.54,336.10,4202.60,30721.00,955.00,17247.00,522.00,218.00,43271.00,1758.00,27833.00,1304.00,5507.00,28300.00,48161.00,3178.00,18360.00,2371.00
427,586.09,1734.89,324.10,4201.60,30566.00,963.00,17276.00,518.00,205.00,43373.00,1735.00,27884.00,1314.00,5549.00,28352.00,48260.00,3144.00,18348.00,2402.00
428,586.21,1738.23,325.40,4216.10,30411.00,981.00,17295.00,530.00,194.00,43330.00,1743.00,27936.00,1325.00,5538.00,28403.00,48194.00,3169.00,18411.00,2381.00
429,586.32,1741.57,325.10,4224.40,30160.00,1027.00,17337.00,545.00,209.00,43550.00,1759.00,27920.00,1335.00,5555.00,28396.00,48445.00,3191.00,18418.00,2378.00
430,586.44,1744.92,327.30,4212.70,29854.00,1003.00,17358.00,534.00,188.00,43464.00,1748.00,27933.00,1339.00,5585.00,28516.00,48469.00,3218.00,18462.00,2402.00
431,586.55,1748.26,326.30,4233.60,29701.00,1033.00,17452.00,532.00,182.00,43522.00,1741.00,28017.00,1332.00,5585.00,28461.00,48397.00,3227.00,18515.00,2396.00
432,586.67,1751.59,326.50,4219.80,29430.00,1056.00,17487.00,545.00,212.00,43519.00,1752.00,28001.00,1321.00,5604.00,28556.00,48499.00,3241.00,18573.00,2455.00
433,586.78,1754.93,328.50,4228.00,29312.00,1070.00,17499.00,560.00,171.00,43611.00,1773.00,28006.00,1341.00,5607.00,28632.00,48619.00,3233.00,18580.00,2409.00
434,586.90,1758.26,323.30,4229.20,29093.00,1079.00,17491.00,547.00,163.00,43617.00,1788.00,28027.00,1303.00,5629.00,28595.00,48651.00,3248.00,18614.00,2451.00
435,587.01,1761.59,328.80,4231.50,28797.00,1099.00,17555.00,564.00,167.00,43746.00,1773.00,28063.00,1294.00,5644.00,28606.00,48727.00,3269.00,18713.00,2451.00
436,587.13,1764.92,326.70,4240.80,28594.00,1077.00,17533.00,547.00,155.00,43757.00,1800.00,28055.00,1352.00,5665.00,28742.00,48646.00,3284.00,18692.00,2487.00
437,587.24,1768.25,332.70,4245.90,28403.00,1044.00,17585.00,551.00,156.00,43801.00,1779.00,28093.00,1369.00,5635.00,28759.00,48881.00,3283.00,18747.00,2470.00
438,587.36,1771.57,331.30,4255.00,28099.00,1101.00,17608.00,563.00,125.00,43906.00,1772.00,28179.00,1350.00,5665.00,28757.00,48720.00,3315.00,18673.00,2529.00
439,587.47,1774.90,334.70,4252.70,27947.00,1103.00,17677.00,545.00,108.00,43814.00,1793.00,28232.00,1333.00,5677.00,28803.00,48923.00,3311.00,18713.00,2544.00
440,587.59,1778.22,336.70,4257.40,27752.00,1113.00,17690.00,559.00,152.00,43945.00,1775.00,28144.00,1339.00,5697.00,28974.00,49025.00,3330.00,18823.00,2530.00
441,587.70,1781.54,338.40,4255.50,27503.00,1143.00,17772.00,564.00,147.00,43899.00,1803.00,28241.00,1363.00,5703.00,28858.00,49024.00,3333.00,18855.00,2538.00
442,587.82,1784.85,340.80,4262.20,27311.00,1124.00,17796.00,564.00,146.00,44000.00,1804.00,28281.00,1331.00,5707.00,28930.00,49040.00,3346.00,18877.00,2538.00
443,587.93,1788.17,345.80,4267.70,27019.00,1116.00,17821.00,549.00,131.00,43919.00,1798.00,28234.00,1358.00,5698.00,29000.00,49014.00,3317.00,18836.00,2534.00
444,588.04,1791.48,363.00,4266.30,26776.00,1123.00,17860.00,577.00,150.00,44032.00,1797.00,28252.00,1356.00,5720.00,29067.00,49105.00,3351.00,18867.00,2571.00
445,588.16,1794.79,368.50,4273.40,26519.00,1154.00,17910.00,592.00,131.00,43958.00,1805.00,28249.00,1348.00,5716.00,29075.00,49044.00,3383.00,18918.00,2589.00
446,588.27,1798.10,357.20,4266.00,26399.00,1143.00,17929.00,556.00,137.00,44058.00,1803.00,28296.00,1333.00,5739.00,29014.00,49099.00,3411.00,18965.00,2585.00
447,588.39,1801.41,356.00,4275.00,26126.00,1129.00,17921.00,560.00,148.00,44211.00,1794.00,28323.00,1352.00,5750.00,29019.00,49238.00,3406.00,18945.00,2587.00
448,588.50,1804.71,352.60,4279.20,25849.00,1129.00,17991.00,573.00,150.00,44078.00,1819.00,28374.00,1331.00,5766.00,29069.00,49187.00,3395.00,18943.00,2603.00
449,588.62,1808.02,353.00,4286.10,25625.00,1109.00,17971.00,564.00,163.00,44105.00,1798.00,28357.00,1368.00,5761.00,29099.00,49200.00,3419.00,18992.00,2580.00
450,588.73,1811.32,355.10,4297.70,25319.00,1073.00,18047.00,572.00,140.00,44068.00,1797.00,28328.00,1346.00,5777.00,29187.00,49183.00,3417.00,19070.00,2645.00
451,588.85,1814.62,358.70,4298.10,25033.00,1076.00,18048.00,582.00,152.00,44038.00,1794.00,28431.00,1343.00,5753.00,29217.00,49162.00,3425.00,19085.00,2624.00
452,588.96,1817.91,364.70,4299.00,24898.00,1071.00,18027.00,575.00,158.00,44068.00,1788.00,28302.00,1354.00,5804.00,29185.00,49257.00,3434.00,19045.00,2645.00
453,589.07,1821.21,382.30,4316.30,24543.00,1076.00,18031.00,577.00,154.00,44173.00,1798.00,28327.00,1361.00,5825.00,29151.00,49203.00,3432.00,19108.00,2624.00
454,589.19,1824.50,391.70,4310.90,24351.00,1067.00,18092.00,569.00,162.00,44190.00,1832.00,28391.00,1339.00,5768.00,29084.00,49215.00,3472.00,19051.00,2646.00
455,589.30,1827.79,373.70,4316.00,24111.00,1055.00,18075.00,568.00,143.00,44114.00,1819.00,28340.00,1354.00,5809.00,29222.00,49236.00,3448.00,19070.00,2603.00
456,589.42,1831.08,367.80,4331.10,23863.00,1078.00,18141.00,571.00,150.00,44023.00,1822.00,28351.00,1344.00,5835.00,29209.00,49050.00,3485.00,19100.00,2681.00
457,589.53,1834.37,358.10,4329.20,23594.00,1076.00,18145.00,579.00,150.00,44027.00,1806.00,28348.00,1355.00,5807.00,29204.00,49230.00,3472.00,19165.00,2684.00
458,589.65,1837.65,352.30,4340.40,23389.00,1103.00,18168.00,595.00,119.00,44099.00,1831.00,28242.00,1365.00,5755.00,29285.00,49232.00,3482.00,19182.00,2705.00
459,589.76,1840.94,352.10,4337.20,23081.00,1103.00,18217.00,613.00,152.00,44038.00,1819.00,28275.00,1373.00,5762.00,29225.00,49206.00,3535.00,19108.00,2677.00
460,589.87,1844.22,352.20,4328.10,22867.00,1115.00,18180.00,594.00,146.00,44074.00,1805.00,28325.00,1340.00,5720.00,29337.00,49190.00,3566.00,19169.00,2694.00
461,589.99,1847.50,354.00,4328.60,22609.00,1103.00,18183.00,583.00,150.00,44063.00,1842.00,28291.00,1333.00,5732.00,29310.00,49088.00,3524.00,19155.00,2692.00
462,590.10,1850.77,359.80,4349.70,22400.00,1137.00,18193.00,604.00,144.00,43936.00,1823.00,28349.00,1370.00,5765.00,29431.00,49289.00,3522.00,19220.00,2730.00
463,590.22,1854.05,356.50,4363.00,22138.00,1136.00,18296.00,589.00,142.00,44006.00,1830.00,28319.00,1358.00,5739.00,29445.00,49326.00,3546.00,19264.00,2699.00
464,590.33,1857.32,355.00,4379.90,21944.00,1127.00,18329.00,615.00,139.00,44092.00,1815.00,28298.00,1357.00,5707.00,29446.00,49274.00,3576.00,19248.00,2734.00
465,590.44,1860.59,346.10,4389.90,21716.00,1129.00,18339.00,620.00,146.00,44140.00,1834.00,28258.00,1353.00,5731.00,29456.00,49346.00,3586.00,19258.00,2696.00
466,590.56,1863.86,346.80,4384.30,21435.00,1126.00,18375.00,600.00,140.00,44008.00,1828.00,28292.00,1346.00,5728.00,29434.00,49314.00,3595.00,19265.00,2694.00
467,590.67,1867.13,350.90,4378.70,21207.00,1103.00,18428.00,609.00,148.00,44072.00,1853.00,28306.00,1327.00,5743.00,29458.00,49434.00,3596.00,19315.00,2776.00
468,590.79,1870.39,352.40,4366.90,20995.00,1091.00,18458.00,611.00,154.00,44095.00,1855.00,28401.00,1359.00,5706.00,29510.00,49507.00,3605.00,19350.00,2739.00
469,590.90,1873.66,356.20,4365.20,20828.00,1105.00,18439.00,626.00,150.00,44197.00,1857.00,28418.00,1382.00,5688.00,29468.00,49541.00,3635.00,19394.00,2756.00
470,591.01,1876.92,355.80,4359.70,20632.00,1100.00,18480.00,608.00,142.00,44238.00,1838.00,28515.00,1342.00,5760.00,29553.00,49492.00,3639.00,19362.00,2753.00
471,591.13,1880.18,353.50,4355.30,20358.00,1128.00,18487.00,615.00,158.00,44228.00,1865.00,28443.00,1359.00,5746.00,29520.00,49416.00,3689.00,19489.00,2763.00
472,591.24,1883.43,357.70,4372.40,20173.00,1118.00,18544.00,615.00,165.00,44412.00,1859.00,28475.00,1360.00,5726.00,29622.00,49585.00,3706.00,19533.00,2808.00
473,591.36,1886.69,355.30,4380.10,19874.00,1105.00,18561.00,619.00,160.00,44378.00,1866.00,28471.00,1353.00,5710.00,29602.00,49648.00,3702.00,19446.00,2800.00
474,591.47,1889.94,360.40,4391.70,19640.00,1101.00,18652.00,639.00,149.00,44490.00,1873.00,28465.00,1380.00,5752.00,29698.00,49786.00,3702.00,19554.00,2781.00
475,591.58,1893.19,364.70,4386.90,19459.00,1137.00,18722.00,643.00,186.00,44418.00,1891.00,28513.00,1379.00,5738.00,29781.00,49784.00,3723.00,19588.00,2796.00
476,591.70,1896.44,372.10,4395.40,19307.00,1147.00,18740.00,642.00,167.00,44503.00,1912.00,28541.00,1394.00,5724.00,29792.00,49827.00,3765.00,19641.00,2836.00
477,591.81,1899.69,376.50,4404.40,19069.00,1181.00,18745.00,646.00,178.00,44602.00,1872.00,28554.00,1373.00,5749.00,29893.00,49944.00,3757.00,19672.00,2821.00
478,591.92,1902.93,375.00,4407.80,18876.00,1160.00,18814.00,617.00,188.00,44464.00,1880.00,28621.00,1382.00,5750.00,29855.00,49858.00,3787.00,19722.00,2795.00
479,592.04,1906.18,369.90,4424.30,18618.00,1137.00,18850.00,636.00,205.00,44558.00,1889.00,28651.00,1390.00,5730.00,29976.00,50023.00,3788.00,19761.00,2848.00
480,592.15,1909.42,370.00,4434.90,18399.00,1128.00,18840.00,661.00,203.00,44605.00,1868.00,28672.00,1384.00,5729.00,29952.00,49929.00,3858.00,19693.00,2878.00
481,592.26,1912.66,364.40,4423.60,18225.00,1107.00,18812.00,626.00,188.00,44647.00,1893.00,28727.00,1373.00,5718.00,30014.00,50022.00,3894.00,19748.00,2855.00
482,592.38,1915.89,362.90,4435.80,18013.00,1124.00,18870.00,647.00,195.00,44617.00,1898.00,28640.00,1396.00,5697.00,29961.00,50079.00,3869.00,19709.00,2866.00
483,592.49,1919.13,368.50,4439.30,17762.00,1122.00,18916.00,644.00,159.00,44550.00,1877.00,28596.00,1389.00,5701.00,30069.00,50075.00,3916.00,19823.00,2843.00
484,592.61,1922.36,370.70,4466.60,17574.00,1124.00,18918.00,644.00,184.00,44541.00,1900.00,28665.00,1394.00,5703.00,30066.00,49940.00,3994.00,19732.00,2844.00
485,592.72,1925.59,365.90,4480.60,17318.00,1141.00,18922.00,669.00,173.00,44613.00,1885.00,28564.00,1382.00,5685.00,30009.00,50001.00,4061.00,19808.00,2874.00
486,592.83,1928.82,366.00,4488.40,17069.00,1131.00,18950.00,638.00,207.00,44528.00,1887.00,28534.00,1384.00,5665.00,29995.00,50056.00,4055.00,19812.00,2884.00
487,592.95,1932.05,360.90,4485.20,16858.00,1130.00,18918.00,657.00,188.00,44661.00,1895.00,28572.00,1392.00,5648.00,30077.00,49942.00,4159.00,19861.00,2844.00
488,593.06,1935.27,365.10,4472.50,16716.00,1153.00,19038.00,640.00,198.00,44582.00,1873.00,28520.00,1437.00,5715.00,30039.00,49968.00,4219.00,19826.00,2870.00
489,593.17,1938.50,367.30,4469.20,16492.00,1154.00,18961.00,659.00,201.00,44514.00,1889.00,28528.00,1407.00,5656.00,29989.00,49809.00,4220.00,19778.00,2823.00
490,593.29,1941.72,374.40,4453.00,16129.00,1154.00,18964.00,670.00,199.00,44450.00,1876.00,28505.00,1400.00,5684.00,30063.00,49953.00,4319.00,19797.00,2844.00
491,593.40,1944.94,374.10,4448.50,16021.00,1151.00,18962.00,661.00,222.00,44408.00,1897.00,28568.00,1378.00,5629.00,30018.00,49887.00,4403.00,19754.00,2861.00
492,593.51,1948.15,372.80,4452.00,15767.00,1149.00,19034.00,676.00,222.00,44338.00,1891.00,28495.00,1428.00,5656.00,29970.00,49755.00,4481.00,19803.00,2850.00
493,593.63,1951.37,369.50,4471.10,15569.00,1146.00,18954.00,664.00,203.00,44302.00,1902.00,28450.00,1412.00,5680.00,29965.00,49811.00,4576.00,19792.00,2865.00
494,593.74,1954.58,367.70,4474.00,15337.00,1166.00,18937.00,687.00,220.00,44278.00,1893.00,28448.00,1403.00,5632.00,30056.00,49720.00,4627.00,19772.00,2830.00
495,593.85,1957.79,373.70,4467.40,15152.00,1190.00,19003.00,662.00,194.00,44271.00,1917.00,28404.00,1388.00,5640.00,29982.00,49824.00,4707.00,19816.00,2876.00
496,593.97,1961.00,374.30,4463.60,14929.00,1190.00,19000.00,678.00,199.00,44274.00,1868.00,28393.00,1427.00,5642.00,29928.00,49719.00,4781.00,19757.00,2829.00
497,594.08,1964.21,374.40,4448.90,14729.00,1219.00,19036.00,674.00,197.00,44329.00,1916.00,28336.00,1405.00,5619.00,29965.00,49498.00,4894.00,19827.00,2883.00
498,594.19,1967.41,378.60,4463.60,14479.00,1186.00,18961.00,666.00,206.00,44209.00,1881.00,28338.00,1422.00,5677.00,29969.00,49669.00,4978.00,19854.00,2836.00
499,594.31,1970.62,381.20,4482.30,14387.00,1225.00,19036.00,699.00,174.00,44197.00,1881.00,28355.00,1420.00,5650.00,30031.00,49709.00,5040.00,19856.00,2846.00
500,594.42,1973.82,380.50,4482.80,14225.00,1154.00,19028.00,674.00,190.00,44046.00,1917.00,28330.00,1412.00,5629.00,29896.00,49751.00,5112.00,19860.00,2838.00
501,594.53,1977.02,379.40,4478.90,13934.00,1190.00,19092.00,696.00,197.00,44084.00,1903.00,28274.00,1432.00,5677.00,29946.00,49500.00,5271.00,19851.00,2863.00
502,594.64,1980.21,374.70,4459.50,13728.00,1181.00,19062.00,691.00,175.00,44152.00,1892.00,28258.00,1403.00,5658.00,29852.00,49645.00,5354.00,19808.00,2848.00
503,594.76,1983.41,378.80,4467.70,13543.00,1217.00,19130.00,693.00,184.00,44045.00,1896.00,28254.00,1418.00,5661.00,29927.00,49532.00,5373.00,19842.00,2819.00
504,594.87,1986.60,389.80,4464.30,13454.00,1191.00,19127.00,710.00,184.00,44084.00,1902.00,28366.00,1424.00,5671.00,30005.00,49635.00,5489.00,19837.00,2841.00
505,594.98,1989.79,380.80,4487.00,13201.00,1187.00,19161.00,678.00,195.00,44195.00,1921.00,28319.00,1454.00,5682.00,30030.00,49696.00,5583.00,19909.00,2808.00
506,595.10,1992.98,401.50,4491.40,13040.00,1196.00,19176.00,695.00,183.00,44184.00,1896.00,28340.00,1416.00,5689.00,29986.00,49674.00,5703.00,19964.00,2798.00
507,595.21,1996.17,407.20,4479.00,12887.00,1196.00,19265.00,681.00,178.00,44167.00,1907.00,28322.00,1382.00,5692.00,29992.00,49659.00,5754.00,19991.00,2844.00
508,595.32,1999.35,399.00,4446.10,12663.00,1188.00,19256.00,719.00,185.00,44171.00,1938.00,28311.00,1390.00,5765.00,30084.00,49639.00,5827.00,20042.00,2886.00
509,595.43,2002.54,395.10,4442.10,12528.00,1210.00,19287.00,720.00,184.00,44084.00,1944.00,28329.00,1431.00,5763.00,30056.00,49844.00,5849.00,20110.00,2865.00
510,595.55,2005.72,387.20,4426.70,12339.00,1198.00,19315.00,706.00,169.00,44099.00,1935.00,28321.00,1418.00,5741.00,30052.00,49808.00,5875.00,19981.00,2821.00
511,595.66,2008.90,381.50,4448.60,12194.00,1202.00,19349.00,714.00,167.00,44234.00,1905.00,28371.00,1393.00,5746.00,30127.00,49703.00,5994.00,20057.00,2832.00
512,595.77,2012.07,385.70,4436.20,12014.00,1198.00,19290.00,719.00,178.00,44167.00,1927.00,28342.00,1410.00,5731.00,30233.00,49800.00,6014.00,20142.00,2842.00
513,595.89,2015.25,388.10,4434.30,11837.00,1234.00,19341.00,733.00,169.00,44310.00,1923.00,28454.00,1375.00,5768.00,30102.00,49831.00,6027.00,20108.00,2844.00
514,596.00,2018.42,383.90,4440.20,11737.00,1198.00,19347.00,724.00,178.00,44118.00,1905.00,28361.00,1420.00,5804.00,30200.00,49769.00,5990.00,20105.00,2833.00
515,596.11,2021.59,387.90,4422.50,11569.00,1226.00,19390.00,721.00,164.00,44125.00,1944.00,28381.00,1389.00,5763.00,30282.00,49745.00,6005.00,20078.00,2848.00
516,596.22,2024.76,393.60,4423.00,11433.00,1224.00,19447.00,716.00,171.00,44212.00,1957.00,28298.00,1401.00,5809.00,30226.00,49925.00,6009.00,20149.00,2849.00
517,596.34,2027.93,400.70,4427.70,11260.00,1224.00,19419.00,732.00,179.00,44192.00,1942.00,28300.00,1412.00,5830.00,30320.00,49889.00,5921.00,20141.00,2832.00
518,596.45,2031.09,413.80,4436.20,11028.00,1251.00,19476.00,706.00,176.00,44228.00,1942.00,28360.00,1455.00,5874.00,30352.00,49899.00,5838.00,20226.00,2819.00
519,596.56,2034.26,414.10,4434.00,10859.00,1276.00,19512.00,737.00,184.00,44155.00,1965.00,28359.00,1422.00,5839.00,30186.00,49953.00,5792.00,20203.00,2853.00
520,596.67,2037.42,407.70,4441.90,10741.00,1253.00,19503.00,752.00,197.00,44169.00,1978.00,28273.00,1414.00,5898.00,30216.00,49775.00,5696.00,20230.00,2842.00
521,596.79,2040.58,407.10,4442.50,10622.00,1291.00,19530.00,718.00,186.00,44040.00,1950.00,28383.00,1417.00,5872.00,30273.00,49828.00,5622.00,20238.00,2852.00
522,596.90,2043.74,393.30,4453.30,10409.00,1293.00,19485.00,714.00,181.00,44078.00,1957.00,28262.00,1418.00,5853.00,30303.00,49785.00,5528.00,20237.00,2823.00
523,597.01,2046.89,391.00,4473.90,10242.00,1319.00,19542.00,735.00,195.00,44030.00,1961.00,28245.00,1399.00,5862.00,30130.00,49817.00,5439.00,20237.00,2813.00
524,597.12,2050.04,389.20,4466.10,10113.00,1295.00,19506.00,716.00,184.00,43867.00,1980.00,28285.00,1424.00,5918.00,30267.00,49794.00,5348.00,20217.00,2813.00
525,597.24,2053.19,390.60,4464.30,9955.00,1272.00,19531.00,738.00,198.00,43932.00,1994.00,28245.00,1430.00,5883.00,30263.00,49587.00,5255.00,20253.00,2791.00
526,597.35,2056.34,390.90,4464.60,9805.00,1308.00,19552.00,748.00,203.00,44022.00,1961.00,28220.00,1417.00,5895.00,30238.00,49569.00,5185.00,20207.00,2802.00
527,597.46,2059.49,396.80,4459.00,9724.00,1299.00,19514.00,748.00,198.00,43862.00,1973.00,28203.00,1405.00,5897.00,30318.00,49675.00,5079.00,20198.00,2808.00
528,597.57,2062.64,395.50,4454.70,9530.00,1259.00,19550.00,722.00,198.00,43869.00,1990.00,28068.00,1396.00,5906.00,30231.00,49541.00,5054.00,20125.00,2825.00
529,597.69,2065.78,402.10,4443.90,9378.00,1281.00,19565.00,744.00,230.00,43756.00,1984.00,28167.00,1388.00,5885.00,30198.00,49469.00,4978.00,20107.00,2810.00
530,597.80,2068.92,398.60,4441.00,9223.00,1287.00,19590.00,755.00,230.00,43633.00,1993.00,28060.00,1422.00,5925.00,30191.00,49416.00,4938.00,20145.00,2855.00
531,597.91,2072.06,406.90,4448.40,9061.00,1259.00,19512.00,737.00,205.00,43539.00,1984.00,28038.00,1429.00,5923.00,30138.00,49323.00,4847.00,20167.00,2835.00
532,598.02,2075.20,404.10,4445.10,8900.00,1283.00,19491.00,765.00,222.00,43535.00,1978.00,28011.00,1411.00,5901.00,30094.00,49350.00,4835.00,20197.00,2839.00
533,598.13,2078.33,415.50,4447.70,8756.00,1301.00,19545.00,767.00,197.00,43586.00,1988.00,27915.00,1386.00,5908.00,30111.00,49208.00,4735.00,20107.00,2819.00
534,598.25,2081.47,420.30,4442.90,8674.00,1251.00,19491.00,736.00,207.00,43452.00,1969.00,27972.00,1388.00,5914.00,30077.00,49226.00,4718.00,20065.00,2791.00
535,598.36,2084.60,426.00,4464.50,8526.00,1278.00,19575.00,746.00,207.00,43480.00,1984.00,27790.00,1414.00,5938.00,30067.00,49177.00,4651.00,20169.00,2793.00
536,598.47,2087.73,422.80,4445.60,8397.00,1241.00,19542.00,729.00,206.00,43415.00,1995.00,27808.00,1416.00,5900.00,30052.00,49117.00,4634.00,20048.00,2777.00
537,598.58,2090.85,409.40,4468.30,8286.00,1226.00,19548.00,765.00,197.00,43407.00,1961.00,27821.00,1401.00,5946.00,30066.00,49131.00,4624.00,20157.00,2787.00
538,598.69,2093.98,396.10,4464.90,8163.00,1257.00,19518.00,735.00,215.00,43273.00,1953.00,27743.00,1399.00,5948.00,30039.00,49012.00,4570.00,20126.00,2774.00
539,598.81,2097.10,385.50,4476.00,8000.00,1258.00,19630.00,748.00,211.00,43273.00,1982.00,27765.00,1412.00,5950.00,30064.00,49037.00,4564.00,20215.00,2814.00
540,598.92,2100.22,385.80,4482.70,7869.00,1267.00,19562.00,767.00,188.00,43205.00,2007.00,27732.00,1437.00,5948.00,30144.00,49098.00,4510.00,20193.00,2802.00
