Integration Time,200
Timestamp,2019-03-04 19_36_49.405000
Note,
Temperature,-15.41
CCD C0,535.4879760742188
CCD C1,0.12055999785661697
CCD C2,-1.2115999652451137e-06
CCD C3,-8.375500293311688e-09
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,532.0
Laser Enable,False
Laser Power,100
Laser Temperature,0.00
Pixel Count,1024

Pixel,Wavelength,Wavenumber,2019-03-04 19:36:49 Benzene 1x200ms Spectrum,2019-03-04 19:37:47 BMSB 1x60ms Spectrum,2019-03-04 19:42:13 Toluene 1x500ms Spectrum,2019-03-04 19:42:42 Cyclohexane 1x500ms Spectrum,2019-03-04 19:43:25 Caffeine 1x500ms Spectrum,2019-03-04 19:43:52 AmmoniumNitrate 1x500ms Spectrum,2019-03-04 19:45:29 Isopropanol 1x1s Spectrum,2019-03-04 19:46:51 Acetaminophen 1x500ms Spectrum,2019-03-04 19:47:20 Acetone 1x500ms Spectrum,2019-03-04 19:47:54 Coconut Oil 1x500ms Spectrum,2019-03-04 19:48:54 Methanol 1x1s Spectrum,2019-03-04 19:49:23 Mineral Oil 1x1s Spectrum,2019-03-04 19:50:32 Fructose 1x2s Spectrum,2019-03-04 19:51:30 Sugar 1x1s Spectrum,2019-03-04 19:52:27 Ammonium Chloride 1x2s Spectrum,2019-03-04 19:52:56 Sucrose 1x2s Spectrum,2019-03-04 19:54:30 Glucose Solution 1x5s Spectrum
112,548.96,580.85,465.40,2242.90,17806.00,414.00,11018.00,1038.00,420.00,28343.00,1372.00,18145.00,1663.00,2323.00,16344.00,28419.00,21355.00,9422.00,11797.00
113,549.08,584.83,481.40,2253.90,17900.00,437.00,11476.00,1048.00,425.00,28446.00,1410.00,18145.00,1667.00,2303.00,16380.00,28577.00,21221.00,9388.00,11622.00
114,549.20,588.81,508.60,2279.00,18044.00,414.00,11793.00,1033.00,425.00,28533.00,1409.00,18191.00,1689.00,2302.00,16431.00,28627.00,21075.00,9403.00,11319.00
115,549.32,592.79,535.10,2282.60,18140.00,431.00,11989.00,1054.00,429.00,28687.00,1437.00,18162.00,1743.00,2339.00,16479.00,28571.00,20722.00,9500.00,11087.00
116,549.44,596.76,571.90,2289.70,18394.00,429.00,11912.00,1038.00,386.00,29157.00,1456.00,18301.00,1768.00,2383.00,16458.00,28665.00,20489.00,9492.00,10842.00
117,549.56,600.73,596.50,2296.80,18506.00,414.00,11694.00,974.00,395.00,29691.00,1469.00,18348.00,1773.00,2392.00,16520.00,28729.00,20315.00,9528.00,10601.00
118,549.68,604.70,649.30,2295.00,18753.00,416.00,11320.00,979.00,418.00,30475.00,1479.00,18325.00,1786.00,2426.00,16506.00,28780.00,20262.00,9558.00,10418.00
119,549.80,608.67,700.90,2309.20,18867.00,420.00,10998.00,946.00,392.00,31194.00,1449.00,18417.00,1820.00,2470.00,16632.00,28957.00,20293.00,9606.00,10117.00
120,549.92,612.64,766.40,2296.30,19129.00,410.00,10580.00,928.00,407.00,31278.00,1524.00,18479.00,1845.00,2432.00,16550.00,28945.00,20412.00,9583.00,9906.00
121,550.04,616.60,840.00,2305.40,19232.00,452.00,10317.00,929.00,402.00,30922.00,1507.00,18580.00,1849.00,2466.00,16689.00,29157.00,20638.00,9644.00,9688.00
122,550.16,620.56,918.00,2314.60,19480.00,433.00,10134.00,909.00,402.00,30432.00,1570.00,18588.00,1860.00,2473.00,16718.00,29169.00,20911.00,9646.00,9437.00
123,550.28,624.52,1019.60,2319.10,19647.00,444.00,9984.00,907.00,409.00,30109.00,1552.00,18690.00,1864.00,2494.00,16748.00,29249.00,21145.00,9667.00,9222.00
124,550.40,628.48,1112.30,2338.20,20000.00,448.00,9870.00,889.00,422.00,29952.00,1589.00,18782.00,1955.00,2489.00,16794.00,29384.00,21518.00,9756.00,9005.00
125,550.52,632.44,1232.10,2358.00,20285.00,461.00,9799.00,856.00,425.00,30030.00,1610.00,18780.00,1973.00,2569.00,16797.00,29422.00,21880.00,9802.00,8824.00
126,550.64,636.39,1373.70,2363.30,20714.00,438.00,9720.00,828.00,410.00,30220.00,1635.00,18859.00,1995.00,2553.00,16843.00,29492.00,22193.00,9772.00,8649.00
127,550.76,640.34,1567.00,2376.30,21094.00,479.00,9618.00,858.00,441.00,30813.00,1649.00,18868.00,2009.00,2611.00,16906.00,29526.00,22635.00,9836.00,8446.00
128,550.88,644.29,1833.20,2385.70,21678.00,456.00,9593.00,805.00,435.00,31484.00,1688.00,18973.00,2037.00,2612.00,16912.00,29730.00,23128.00,9976.00,8245.00
129,551.00,648.24,2191.30,2413.40,22455.00,473.00,9591.00,813.00,448.00,32148.00,1711.00,19072.00,2106.00,2664.00,17000.00,29753.00,23677.00,9937.00,8080.00
130,551.12,652.19,2716.20,2469.70,23442.00,439.00,9564.00,803.00,467.00,32856.00,1752.00,18992.00,2097.00,2650.00,17033.00,29845.00,24141.00,9904.00,7884.00
131,551.24,656.13,3508.00,2531.40,24835.00,453.00,9608.00,768.00,493.00,33301.00,1771.00,19106.00,2115.00,2719.00,17083.00,29907.00,24782.00,9974.00,7668.00
132,551.36,660.07,4797.30,2626.20,26584.00,475.00,9635.00,754.00,499.00,33515.00,1805.00,19178.00,2191.00,2703.00,17075.00,30034.00,25523.00,9978.00,7495.00
133,551.48,664.01,7053.50,2702.00,28703.00,486.00,9671.00,756.00,526.00,33930.00,1854.00,19257.00,2183.00,2711.00,17056.00,30131.00,26377.00,10045.00,7333.00
134,551.60,667.95,10905.10,2752.00,30914.00,498.00,9779.00,750.00,564.00,34356.00,1858.00,19293.00,2221.00,2804.00,17211.00,30206.00,27303.00,10094.00,7165.00
135,551.72,671.89,16225.70,2836.40,32853.00,478.00,9824.00,723.00,568.00,34766.00,1874.00,19254.00,2248.00,2799.00,17221.00,30229.00,28424.00,10138.00,7028.00
136,551.84,675.82,20036.10,2989.80,34789.00,517.00,9950.00,731.00,623.00,34586.00,1889.00,19283.00,2261.00,2802.00,17300.00,30182.00,29564.00,10116.00,6780.00
137,551.96,679.75,19126.00,3123.30,37334.00,503.00,9990.00,693.00,622.00,34413.00,1912.00,19408.00,2383.00,2905.00,17289.00,30392.00,30879.00,10153.00,6618.00
138,552.08,683.68,15164.10,3168.40,40340.00,545.00,10187.00,699.00,630.00,34088.00,1961.00,19444.00,2400.00,2878.00,17380.00,30418.00,31873.00,10151.00,6481.00
139,552.20,687.61,11442.50,3161.60,42401.00,518.00,10270.00,687.00,687.00,33889.00,1971.00,19501.00,2428.00,2904.00,17371.00,30377.00,32968.00,10204.00,6356.00
140,552.32,691.53,9198.00,3149.10,40919.00,568.00,10459.00,682.00,725.00,33771.00,1989.00,19558.00,2484.00,2956.00,17429.00,30569.00,33608.00,10217.00,6214.00
141,552.44,695.46,8105.40,3165.50,37428.00,558.00,10614.00,672.00,774.00,33608.00,2056.00,19590.00,2535.00,3011.00,17503.00,30700.00,33952.00,10267.00,6037.00
142,552.56,699.38,7377.60,3207.50,33727.00,573.00,10667.00,662.00,811.00,33243.00,2120.00,19656.00,2559.00,3051.00,17565.00,30754.00,34138.00,10354.00,5870.00
143,552.68,703.30,6509.10,3208.30,31133.00,607.00,10900.00,630.00,828.00,32909.00,2162.00,19708.00,2626.00,3082.00,17523.00,30784.00,34022.00,10370.00,5803.00
144,552.80,707.22,5460.60,3132.00,29762.00,613.00,10996.00,634.00,913.00,32381.00,2221.00,19734.00,2645.00,3139.00,17600.00,30798.00,33549.00,10417.00,5629.00
145,552.92,711.13,4415.40,3010.80,29071.00,644.00,11165.00,585.00,938.00,31892.00,2280.00,19825.00,2733.00,3168.00,17714.00,30886.00,32812.00,10453.00,5504.00
146,553.04,715.05,3519.60,2890.90,28727.00,647.00,11162.00,582.00,1012.00,31558.00,2386.00,19920.00,2773.00,3187.00,17785.00,30952.00,32000.00,10456.00,5397.00
147,553.16,718.96,2805.90,2813.80,28361.00,689.00,11273.00,575.00,1111.00,31347.00,2477.00,20024.00,2865.00,3271.00,17847.00,31073.00,31070.00,10479.00,5289.00
148,553.28,722.87,2277.00,2776.50,27932.00,716.00,11322.00,577.00,1190.00,31117.00,2576.00,19993.00,2920.00,3333.00,17936.00,31197.00,29838.00,10582.00,5210.00
149,553.40,726.78,1860.70,2784.30,27277.00,746.00,11324.00,554.00,1268.00,30994.00,2726.00,20086.00,3045.00,3399.00,18163.00,31216.00,28521.00,10652.00,5108.00
150,553.52,730.68,1554.10,2855.90,26605.00,784.00,11286.00,532.00,1331.00,31009.00,2873.00,20251.00,3106.00,3469.00,18250.00,31330.00,27125.00,10709.00,4993.00
151,553.64,734.59,1318.20,2961.90,25801.00,818.00,11330.00,543.00,1452.00,30977.00,3018.00,20209.00,3222.00,3484.00,18519.00,31513.00,25622.00,10808.00,4862.00
152,553.76,738.49,1141.00,3029.10,25179.00,841.00,11316.00,518.00,1547.00,31113.00,3273.00,20332.00,3333.00,3574.00,19155.00,31641.00,24165.00,11106.00,4754.00
153,553.88,742.39,1001.70,3032.10,24633.00,893.00,11387.00,503.00,1672.00,31047.00,3506.00,20453.00,3474.00,3658.00,20641.00,32087.00,22720.00,11588.00,4686.00
154,553.99,746.28,892.10,2966.10,24332.00,957.00,11353.00,509.00,1855.00,31176.00,3819.00,20605.00,3609.00,3707.00,24192.00,32803.00,21424.00,12490.00,4618.00
155,554.11,750.18,806.30,2870.20,24152.00,1010.00,11398.00,480.00,2013.00,31349.00,4169.00,20687.00,3772.00,3786.00,29470.00,33766.00,20074.00,13790.00,4503.00
156,554.23,754.07,736.00,2801.50,24091.00,1054.00,11387.00,481.00,2210.00,31451.00,4477.00,20832.00,3966.00,3890.00,30170.00,34064.00,18996.00,14197.00,4455.00
157,554.35,757.97,669.30,2737.90,24219.00,1129.00,11449.00,476.00,2438.00,31717.00,4816.00,20974.00,4179.00,4004.00,26293.00,33543.00,17878.00,13414.00,4391.00
158,554.47,761.85,612.50,2706.00,24456.00,1202.00,11412.00,458.00,2734.00,31696.00,5046.00,21183.00,4446.00,4137.00,22767.00,32997.00,16864.00,12430.00,4336.00
159,554.59,765.74,566.00,2709.80,24823.00,1219.00,11490.00,450.00,3066.00,31809.00,5172.00,21297.00,4706.00,4260.00,20773.00,32716.00,15886.00,12011.00,4342.00
160,554.71,769.63,533.40,2764.50,25177.00,1287.00,11470.00,419.00,3476.00,31776.00,5183.00,21384.00,5014.00,4397.00,20363.00,32917.00,14994.00,12026.00,4336.00
161,554.83,773.51,499.90,2814.00,25206.00,1367.00,11486.00,437.00,3988.00,31824.00,4986.00,21557.00,5338.00,4552.00,20560.00,33458.00,14252.00,12686.00,4281.00
162,554.95,777.39,477.90,2803.30,25019.00,1447.00,11433.00,408.00,4661.00,31776.00,4741.00,21730.00,5742.00,4782.00,21815.00,34778.00,13535.00,14105.00,4287.00
163,555.07,781.27,451.80,2763.40,24736.00,1513.00,11475.00,411.00,5509.00,31924.00,4575.00,21935.00,6016.00,4981.00,24867.00,36482.00,12848.00,15996.00,4334.00
164,555.19,785.15,421.80,2720.20,24640.00,1604.00,11620.00,394.00,6671.00,31989.00,4374.00,22034.00,6392.00,5224.00,31321.00,36741.00,12304.00,16142.00,4403.00
165,555.31,789.03,407.40,2721.40,24752.00,1722.00,11748.00,414.00,8143.00,32034.00,4296.00,22286.00,6686.00,5519.00,36714.00,36044.00,11708.00,15556.00,4388.00
166,555.43,792.90,390.50,2758.20,25077.00,1802.00,11877.00,412.00,10039.00,32106.00,4190.00,22582.00,7052.00,5870.00,33938.00,36008.00,11143.00,15770.00,4446.00
167,555.55,796.77,386.70,2818.10,25780.00,1918.00,12050.00,382.00,12435.00,32262.00,4177.00,22812.00,7309.00,6326.00,28125.00,36689.00,10670.00,17020.00,4552.00
168,555.67,800.64,386.50,2892.60,26846.00,2048.00,12317.00,355.00,15233.00,32266.00,4283.00,23168.00,7522.00,6943.00,23804.00,36659.00,10200.00,16881.00,4625.00
169,555.79,804.51,382.20,2942.60,27250.00,2216.00,12685.00,367.00,17801.00,32410.00,4429.00,23613.00,7730.00,7647.00,21927.00,35830.00,9806.00,15532.00,4695.00
170,555.91,808.37,374.50,2957.50,26745.00,2426.00,13225.00,348.00,19993.00,32505.00,4594.00,24032.00,7903.00,8467.00,21224.00,35193.00,9367.00,14514.00,4767.00
171,556.03,812.24,373.20,2941.50,26149.00,2627.00,13836.00,359.00,21183.00,32568.00,4884.00,24566.00,8168.00,9576.00,21110.00,35613.00,9107.00,14821.00,4832.00
172,556.15,816.10,357.90,2915.80,25885.00,2852.00,14654.00,336.00,21135.00,32649.00,5124.00,25270.00,8418.00,10863.00,21569.00,36400.00,8691.00,15958.00,4882.00
173,556.27,819.96,363.50,2881.00,25779.00,3189.00,15658.00,340.00,19685.00,32773.00,5325.00,25885.00,8769.00,12280.00,22781.00,36765.00,8396.00,16254.00,4963.00
174,556.38,823.81,378.90,2842.30,25798.00,3546.00,16696.00,330.00,17158.00,32765.00,5477.00,26739.00,9314.00,13938.00,25100.00,36312.00,8063.00,15355.00,5086.00
175,556.50,827.67,393.20,2832.60,26018.00,4028.00,17693.00,332.00,14423.00,32926.00,5541.00,27443.00,9895.00,15645.00,29391.00,36002.00,7765.00,14789.00,5124.00
176,556.62,831.52,420.10,2846.50,26111.00,4627.00,18673.00,346.00,12072.00,32945.00,5494.00,28152.00,10726.00,17270.00,34764.00,36247.00,7474.00,15009.00,5255.00
177,556.74,835.37,469.60,2887.00,26410.00,5331.00,19381.00,317.00,10430.00,33097.00,5424.00,28598.00,11823.00,18711.00,36357.00,36536.00,7255.00,15607.00,5337.00
178,556.86,839.22,567.30,2910.70,26648.00,6096.00,19584.00,311.00,9625.00,33166.00,5291.00,28974.00,13168.00,19864.00,33492.00,36799.00,6971.00,15807.00,5526.00
179,556.98,843.07,748.00,2957.40,26948.00,7130.00,19440.00,325.00,9545.00,33479.00,5198.00,29185.00,14874.00,20798.00,29393.00,36744.00,6755.00,15541.00,5673.00
180,557.10,846.92,1260.70,2961.30,27250.00,8553.00,18954.00,340.00,10208.00,33697.00,5228.00,29410.00,16790.00,21517.00,26179.00,36714.00,6460.00,15254.00,5811.00
181,557.22,850.76,2251.30,2953.30,27634.00,10500.00,18232.00,319.00,11707.00,33929.00,5329.00,29864.00,18719.00,22092.00,24685.00,37223.00,6218.00,15803.00,5866.00
182,557.34,854.60,2338.00,2936.00,27888.00,13464.00,17283.00,304.00,14061.00,34206.00,5613.00,30648.00,20484.00,22795.00,24769.00,38799.00,6054.00,17676.00,5957.00
183,557.46,858.44,1580.60,2913.00,28198.00,18284.00,16400.00,319.00,17306.00,34724.00,6069.00,31780.00,21614.00,24044.00,26848.00,41059.00,5870.00,20462.00,5900.00
184,557.58,862.28,978.00,2901.10,28488.00,25819.00,15544.00,306.00,20562.00,35256.00,6793.00,33188.00,22003.00,25999.00,31829.00,42504.00,5659.00,22210.00,5891.00
185,557.70,866.11,694.70,2904.30,29008.00,34895.00,14906.00,322.00,22997.00,36004.00,7937.00,34525.00,21479.00,28583.00,37238.00,42044.00,5486.00,21837.00,5891.00
186,557.82,869.94,620.50,2938.60,29561.00,38917.00,14393.00,303.00,23869.00,37002.00,9722.00,35702.00,20319.00,31025.00,37143.00,41001.00,5306.00,20469.00,5799.00
187,557.94,873.78,587.50,2984.90,30311.00,35267.00,13843.00,317.00,23531.00,37900.00,12191.00,36330.00,18855.00,33050.00,34020.00,40136.00,5139.00,19387.00,5657.00
188,558.05,877.60,577.50,3072.50,31391.00,29452.00,13496.00,300.00,22967.00,38707.00,15799.00,36591.00,17306.00,34511.00,31446.00,39791.00,4996.00,19132.00,5635.00
189,558.17,881.43,595.60,3165.90,32748.00,27381.00,13156.00,313.00,22610.00,39123.00,20538.00,36636.00,15803.00,35453.00,30150.00,39938.00,4877.00,19111.00,5580.00
190,558.29,885.26,606.90,3260.70,34493.00,30329.00,12932.00,292.00,22964.00,38599.00,25633.00,36746.00,14514.00,36052.00,30842.00,39975.00,4734.00,19290.00,5539.00
191,558.41,889.08,584.80,3314.70,36353.00,35140.00,12679.00,307.00,23664.00,37966.00,29361.00,36679.00,13503.00,36341.00,32533.00,39908.00,4640.00,19049.00,5576.00
192,558.53,892.90,516.80,3335.10,38320.00,36239.00,12509.00,311.00,24349.00,37116.00,30113.00,36655.00,12632.00,36199.00,33435.00,39822.00,4526.00,18677.00,5656.00
193,558.65,896.72,453.10,3324.30,39398.00,31947.00,12397.00,317.00,24716.00,36401.00,27757.00,36754.00,11981.00,36073.00,31715.00,40064.00,4423.00,18758.00,5715.00
194,558.77,900.54,397.70,3331.90,39320.00,25745.00,12271.00,319.00,24443.00,35974.00,23499.00,36961.00,11425.00,35859.00,29109.00,41206.00,4310.00,20122.00,5923.00
195,558.89,904.35,356.50,3332.70,38097.00,20698.00,12226.00,322.00,23759.00,35504.00,19037.00,37243.00,10907.00,35805.00,27197.00,43225.00,4241.00,22286.00,6054.00
196,559.01,908.16,319.00,3317.70,36237.00,17139.00,12081.00,309.00,22255.00,35282.00,15032.00,37346.00,10313.00,35936.00,26785.00,43831.00,4180.00,22846.00,6240.00
197,559.13,911.98,295.80,3289.50,34285.00,14850.00,12057.00,300.00,20425.00,35180.00,11959.00,37489.00,9639.00,35892.00,27780.00,42512.00,4116.00,21338.00,6473.00
198,559.25,915.78,275.10,3247.70,32884.00,13470.00,11981.00,311.00,18703.00,35015.00,9793.00,37506.00,8991.00,36181.00,30677.00,40997.00,4091.00,19375.00,6639.00
199,559.37,919.59,258.80,3189.20,31655.00,12845.00,11915.00,321.00,17363.00,34910.00,8150.00,37521.00,8327.00,36361.00,35799.00,40285.00,4041.00,18270.00,6823.00
200,559.48,923.40,255.60,3133.80,30901.00,12868.00,11951.00,317.00,16613.00,34901.00,6909.00,37430.00,7776.00,36585.00,41359.00,40167.00,4013.00,18192.00,6996.00
201,559.60,927.20,243.90,3098.30,30428.00,13213.00,11901.00,302.00,16363.00,34967.00,6082.00,37536.00,7222.00,36822.00,42132.00,40586.00,4000.00,18622.00,7076.00
202,559.72,931.00,231.40,3068.00,30115.00,13456.00,11862.00,327.00,16605.00,34837.00,5396.00,37551.00,6823.00,36998.00,37487.00,40942.00,3998.00,19024.00,7094.00
203,559.84,934.80,225.70,3077.60,29938.00,13249.00,11947.00,329.00,17427.00,34847.00,4884.00,37484.00,6426.00,37048.00,32507.00,40797.00,4040.00,18838.00,7093.00
204,559.96,938.60,218.50,3087.00,29963.00,12989.00,11956.00,321.00,18769.00,34947.00,4518.00,37682.00,6102.00,37132.00,29405.00,40212.00,4048.00,18068.00,7015.00
205,560.08,942.39,217.00,3108.40,30196.00,13095.00,11916.00,319.00,20444.00,34964.00,4228.00,37350.00,5841.00,37122.00,27586.00,39510.00,4081.00,17103.00,6865.00
206,560.20,946.18,213.40,3123.60,30366.00,12892.00,11943.00,308.00,22147.00,34952.00,3992.00,37101.00,5600.00,36881.00,26441.00,38905.00,4163.00,16260.00,6639.00
207,560.32,949.97,206.80,3135.00,30584.00,11757.00,11917.00,317.00,23613.00,34926.00,3799.00,36874.00,5411.00,36543.00,25447.00,38421.00,4190.00,15561.00,6373.00
208,560.44,953.76,206.70,3151.30,30963.00,10396.00,11886.00,325.00,23975.00,34962.00,3640.00,36530.00,5255.00,36311.00,24465.00,38005.00,4288.00,15092.00,6092.00
209,560.56,957.55,214.10,3136.10,31292.00,9706.00,11838.00,319.00,23134.00,34990.00,3529.00,36355.00,5184.00,36598.00,23650.00,37881.00,4342.00,14677.00,5876.00
210,560.67,961.33,212.10,3116.30,31734.00,9792.00,11806.00,311.00,21232.00,35024.00,3383.00,36665.00,5171.00,37558.00,23045.00,37694.00,4465.00,14437.00,5591.00
211,560.79,965.12,210.90,3095.20,31932.00,10422.00,11757.00,351.00,18704.00,34876.00,3303.00,36749.00,5148.00,38667.00,22605.00,37456.00,4528.00,14161.00,5342.00
212,560.91,968.90,204.10,3087.70,32150.00,10988.00,11677.00,315.00,16095.00,34893.00,3269.00,36439.00,5190.00,39552.00,22309.00,37443.00,4659.00,13990.00,5097.00
213,561.03,972.68,196.20,3088.00,32319.00,11244.00,11685.00,328.00,13595.00,34899.00,3195.00,35958.00,5302.00,39725.00,22225.00,37352.00,4703.00,13910.00,4903.00
214,561.15,976.45,199.40,3086.50,32459.00,11790.00,11651.00,361.00,11415.00,34826.00,3145.00,35945.00,5469.00,39334.00,22100.00,37365.00,4816.00,13771.00,4643.00
215,561.27,980.23,198.60,3101.10,32528.00,13703.00,11721.00,332.00,9635.00,34975.00,3110.00,36281.00,5713.00,38713.00,22001.00,37380.00,5010.00,13701.00,4393.00
216,561.39,984.00,200.80,3107.60,32571.00,18413.00,11649.00,329.00,8133.00,34947.00,3161.00,36961.00,6071.00,38424.00,21985.00,37392.00,5122.00,13652.00,4183.00
217,561.51,987.77,200.70,3118.90,32467.00,27131.00,11687.00,342.00,6861.00,35131.00,3193.00,37578.00,6582.00,38628.00,21935.00,37437.00,5312.00,13610.00,3990.00
218,561.63,991.54,187.60,3122.70,32203.00,39833.00,11664.00,340.00,5931.00,35032.00,3218.00,38105.00,7338.00,39676.00,21895.00,37481.00,5528.00,13564.00,3815.00
219,561.74,995.31,187.90,3144.10,31880.00,48600.00,11649.00,349.00,5077.00,35155.00,3318.00,38544.00,8334.00,40991.00,21904.00,37454.00,5760.00,13570.00,3552.00
220,561.86,999.07,188.60,3124.40,31639.00,44228.00,11611.00,342.00,4399.00,35279.00,3342.00,37963.00,9817.00,41988.00,21849.00,37576.00,5936.00,13526.00,3427.00
221,561.98,1002.83,190.30,3113.30,31366.00,31964.00,11633.00,343.00,3874.00,35285.00,3380.00,35957.00,11892.00,40847.00,21798.00,37597.00,6165.00,13514.00,3247.00
222,562.10,1006.59,192.30,3115.30,31216.00,20710.00,11582.00,343.00,3480.00,35442.00,3334.00,32727.00,14836.00,36930.00,21808.00,37587.00,6314.00,13484.00,3104.00
223,562.22,1010.35,196.00,3135.40,31097.00,13200.00,11613.00,338.00,3085.00,35425.00,3252.00,29760.00,18677.00,31333.00,21781.00,37710.00,6561.00,13506.00,2998.00
224,562.34,1014.11,194.20,3164.40,31210.00,8773.00,11606.00,344.00,2711.00,35451.00,3108.00,27611.00,23070.00,25348.00,21724.00,37724.00,6742.00,13563.00,2912.00
225,562.46,1017.86,189.60,3225.20,31144.00,6204.00,11562.00,342.00,2447.00,35455.00,2928.00,26257.00,27005.00,19897.00,21751.00,37737.00,6910.00,13564.00,2779.00
226,562.58,1021.62,186.70,3265.80,31218.00,4695.00,11639.00,348.00,2244.00,35476.00,2745.00,25450.00,28854.00,15776.00,21742.00,37872.00,6973.00,13575.00,2677.00
227,562.69,1025.37,197.10,3274.10,31334.00,3818.00,11662.00,344.00,2060.00,35324.00,2569.00,25090.00,27592.00,12767.00,21695.00,37868.00,7177.00,13629.00,2588.00
228,562.81,1029.11,194.80,3255.80,31387.00,3155.00,11674.00,342.00,1942.00,35467.00,2377.00,24673.00,24047.00,10576.00,21772.00,37976.00,7286.00,13615.00,2525.00
229,562.93,1032.86,200.20,3223.90,31556.00,2685.00,11678.00,336.00,1803.00,35394.00,2230.00,24489.00,19615.00,9016.00,21676.00,38113.00,7459.00,13597.00,2451.00
230,563.05,1036.60,191.90,3197.60,31577.00,2311.00,11761.00,321.00,1737.00,35440.00,2118.00,24309.00,15656.00,7949.00,21680.00,38096.00,7499.00,13654.00,2422.00
231,563.17,1040.35,197.60,3191.10,31763.00,1971.00,11776.00,308.00,1665.00,35481.00,1962.00,24170.00,12357.00,7252.00,21794.00,38242.00,7506.00,13680.00,2330.00
232,563.29,1044.09,191.60,3204.00,31842.00,1745.00,11848.00,319.00,1599.00,35476.00,1911.00,24093.00,9910.00,6734.00,21805.00,38179.00,7569.00,13623.00,2287.00
233,563.41,1047.83,199.10,3252.70,31905.00,1534.00,11941.00,358.00,1540.00,35571.00,1835.00,24009.00,7930.00,6358.00,21832.00,38090.00,7536.00,13659.00,2237.00
234,563.53,1051.56,200.00,3334.00,31978.00,1422.00,11981.00,349.00,1480.00,35620.00,1756.00,24007.00,6559.00,6041.00,21887.00,38115.00,7459.00,13627.00,2200.00
235,563.64,1055.30,201.00,3431.10,32201.00,1306.00,11996.00,301.00,1409.00,35558.00,1707.00,23826.00,5488.00,5766.00,21918.00,38189.00,7227.00,13602.00,2153.00
236,563.76,1059.03,205.30,3533.70,32347.00,1254.00,12038.00,318.00,1313.00,35593.00,1668.00,23734.00,4748.00,5644.00,21815.00,38270.00,6885.00,13640.00,2099.00
237,563.88,1062.76,204.90,3608.50,32395.00,1211.00,12059.00,298.00,1249.00,35696.00,1636.00,23765.00,4142.00,5475.00,21928.00,38223.00,6415.00,13623.00,2102.00
238,564.00,1066.49,207.20,3620.60,32505.00,1276.00,12105.00,285.00,1192.00,35799.00,1618.00,23767.00,3730.00,5374.00,21944.00,38299.00,5995.00,13614.00,2073.00
239,564.12,1070.21,216.70,3574.80,32593.00,1456.00,12042.00,290.00,1126.00,35647.00,1595.00,23700.00,3359.00,5308.00,22050.00,38271.00,5503.00,13574.00,2058.00
240,564.24,1073.94,215.50,3503.90,32763.00,1427.00,12123.00,326.00,1076.00,35773.00,1549.00,23769.00,3151.00,5179.00,22013.00,38419.00,5096.00,13604.00,1999.00
241,564.36,1077.66,231.20,3431.90,32837.00,1234.00,12144.00,315.00,1065.00,35881.00,1536.00,23805.00,2880.00,5069.00,22046.00,38353.00,4693.00,13587.00,1984.00
242,564.47,1081.38,248.00,3361.80,32938.00,1080.00,12121.00,288.00,1006.00,35966.00,1504.00,23788.00,2699.00,5015.00,22122.00,38402.00,4283.00,13650.00,1952.00
243,564.59,1085.10,281.00,3313.90,33069.00,979.00,12072.00,290.00,982.00,35905.00,1498.00,23719.00,2527.00,4966.00,22120.00,38530.00,3884.00,13502.00,1966.00
244,564.71,1088.81,315.70,3299.30,33230.00,888.00,12066.00,305.00,951.00,35923.00,1496.00,23788.00,2418.00,4882.00,22162.00,38409.00,3519.00,13615.00,1927.00
245,564.83,1092.53,353.50,3315.20,33284.00,866.00,12035.00,298.00,941.00,36057.00,1513.00,23749.00,2250.00,4855.00,22191.00,38536.00,3294.00,13563.00,1957.00
246,564.95,1096.24,363.10,3377.20,33530.00,822.00,12080.00,291.00,936.00,36097.00,1496.00,23721.00,2164.00,4869.00,22179.00,38517.00,3132.00,13634.00,1946.00
247,565.07,1099.95,348.60,3477.50,33617.00,799.00,12051.00,294.00,907.00,36032.00,1448.00,23776.00,2060.00,4887.00,22204.00,38499.00,3001.00,13608.00,1956.00
248,565.18,1103.66,318.40,3628.80,33807.00,767.00,12036.00,290.00,911.00,36137.00,1455.00,23721.00,1979.00,4802.00,22216.00,38673.00,2912.00,13600.00,1899.00
249,565.30,1107.36,281.50,3811.00,33855.00,750.00,12065.00,285.00,891.00,36061.00,1477.00,23819.00,1917.00,4867.00,22272.00,38675.00,2749.00,13573.00,1932.00
250,565.42,1111.07,263.30,3968.40,33958.00,769.00,12089.00,292.00,917.00,36157.00,1456.00,23793.00,1847.00,4832.00,22263.00,38739.00,2737.00,13668.00,1911.00
251,565.54,1114.77,254.60,3988.70,34122.00,758.00,12067.00,272.00,979.00,36250.00,1454.00,23804.00,1796.00,4834.00,22223.00,38755.00,2677.00,13686.00,1888.00
252,565.66,1118.47,252.20,3885.30,34244.00,731.00,12114.00,281.00,1094.00,36387.00,1435.00,23903.00,1715.00,4970.00,22335.00,38918.00,2630.00,13722.00,1891.00
253,565.78,1122.17,260.00,3739.40,34284.00,719.00,12132.00,275.00,1196.00,36248.00,1414.00,23945.00,1644.00,5000.00,22334.00,38938.00,2586.00,13813.00,1921.00
254,565.89,1125.86,291.80,3605.20,34476.00,700.00,12108.00,292.00,1293.00,36273.00,1429.00,23989.00,1619.00,5095.00,22434.00,39013.00,2559.00,13813.00,1904.00
