Integration Time,100,,,,,,,,,,,,,,,,
Timestamp,2019-02-28 16_18_58.924000,,,,,,,,,,,,,,,,
Note,,,,,,,,,,,,,,,,,
Temperature,-15.34,,,,,,,,,,,,,,,,
CCD C0,783.9953003,,,,,,,,,,,,,,,,
CCD C1,0.281180382,,,,,,,,,,,,,,,,
CCD C2,1.69E-05,,,,,,,,,,,,,,,,
CCD C3,-2.37E-08,,,,,,,,,,,,,,,,
CCD Offset,0,,,,,,,,,,,,,,,,
CCD Gain,1.9,,,,,,,,,,,,,,,,
Laser Wavelength,785,,,,,,,,,,,,,,,,
Laser Enable,FALSE,,,,,,,,,,,,,,,,
Laser Power,100,,,,,,,,,,,,,,,,
Laser Temperature,0,,,,,,,,,,,,,,,,
Pixel Count,1024,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Pixel,2019-02-28 16:18:58 Toluene Spectrum,2019-02-28 16:21:58 Cyclohexane Spectrum,2019-02-28 16:22:48 Benzene Spectrum,2019-02-28 16:23:20 BMSB Spectrum,2019-02-28 16:24:46 AmmoniumNitrate Spectrum,2019-02-28 16:25:27 Isopropanol Spectrum,2019-02-28 16:25:49 Caffeine Spectrum,2019-02-28 16:26:10 Acetaminophen Spectrum,2019-02-28 16:26:39 Acetone Spectrum,2019-02-28 16:27:31 Methanol Spectrum,2019-02-28 16:27:47 CoconutOil Spectrum,2019-02-28 16:28:11 MineralOil Spectrum,2019-02-28 16:29:12 Sugar Spectrum,2019-02-28 16:29:28 Fructose Spectrum,2019-02-28 16:30:25 GlucoseSolution Spectrum,2019-02-28 16:30:48 Sucrose Spectrum,2019-02-28 16:32:27 AmmoniumChloride Spectrum
0,6.1,-0.6,4.3,7.3,9.2,-2.4,13.6,47.4,5.2,6.8,31,13.8,29,16.5,9,5,36
1,4,2.3,4.5,4.7,10,4.8,18,55,5.2,9.4,36,15.2,27,21.5,27,23,38
