Integration Time,60
Timestamp,2019-03-05 16_44_57.477000
Note,
Temperature,-15.38
CCD C0,536.9515991210938
CCD C1,0.12007000297307968
CCD C2,-1.7113000012614066e-06
CCD C3,-8.254399830320835e-09
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,532.0
Laser Enable,False
Laser Power,100
Laser Temperature,0.00
Pixel Count,1024

Pixel,Wavelength,Wavenumber,Dark,Reference,2019-03-05 16:44:57 BMSB 10x60ms Spectrum,2019-03-05 16:44:57 BMSB 10x60ms Raw,2019-03-05 16:45:22 Benzene 10x100ms Spectrum,2019-03-05 16:45:22 Benzene 10x100ms Raw,2019-03-05 16:45:44 Toluene 10x100ms Spectrum,2019-03-05 16:45:44 Toluene 10x100ms Raw,2019-03-05 16:46:01 Cyclohexane 10x100ms Spectrum,2019-03-05 16:46:01 Cyclohexane 10x100ms Raw,2019-03-05 16:47:22 Ammonium NItrate 10x200ms Spectrum,2019-03-05 16:47:22 Ammonium NItrate 10x200ms Raw,2019-03-05 16:47:49 Acetaminophen 10x200ms Spectrum,2019-03-05 16:47:49 Acetaminophen 10x200ms Raw,2019-03-05 16:48:07 Acetone 10x200ms Spectrum,2019-03-05 16:48:07 Acetone 10x200ms Raw,2019-03-05 16:48:34 Coconut Oil 10x200ms Spectrum,2019-03-05 16:48:34 Coconut Oil 10x200ms Raw,2019-03-05 16:49:11 Caffeine 10x200ms Spectrum,2019-03-05 16:49:11 Caffeine 10x200ms Raw,2019-03-05 16:49:56 Methanol 10x200ms Spectrum,2019-03-05 16:49:56 Methanol 10x200ms Raw,2019-03-05 16:50:18 Isopropanol 10x200ms Spectrum,2019-03-05 16:50:18 Isopropanol 10x200ms Raw,2019-03-05 16:50:40 Mineral Oil 10x200ms Spectrum,2019-03-05 16:50:40 Mineral Oil 10x200ms Raw,2019-03-05 16:51:07 Sugar 10x200ms Spectrum,2019-03-05 16:51:07 Sugar 10x200ms Raw,2019-03-05 16:52:09 Fructose 10x500ms Spectrum,2019-03-05 16:52:09 Fructose 10x500ms Raw,2019-03-05 16:52:40 Ammonium Chloride 10x500ms Spectrum,2019-03-05 16:52:40 Ammonium Chloride 10x500ms Raw,2019-03-05 16:53:12 Sucrose 10x500ms Spectrum,2019-03-05 16:53:12 Sucrose 10x500ms Raw,2019-03-05 16:54:26 Glucose 100g/L 10x1s Spectrum,2019-03-05 16:54:26 Glucose 100g/L 10x1s Raw
83,546.90,512.14,526.80,,6643.40,,295.50,,11971.20,,477.50,,1236.00,,24992.20,,836.90,,18073.30,,11748.90,,1118.80,,828.20,,1677.60,,15333.80,,12229.50,,6705.10,,6962.50,,14263.00,
84,547.02,516.14,523.20,,6654.30,,295.80,,12031.30,,487.80,,1236.60,,25101.00,,857.00,,18132.20,,11806.80,,1104.70,,819.60,,1685.50,,15375.40,,12270.30,,6901.20,,6975.20,,14152.20,
85,547.14,520.14,526.60,,6723.40,,299.60,,12046.70,,490.10,,1225.80,,25156.20,,874.20,,18185.90,,11871.40,,1097.30,,812.60,,1705.40,,15410.30,,12323.20,,7092.30,,6972.80,,14073.10,
86,547.26,524.13,525.30,,6888.30,,320.20,,12033.70,,487.10,,1228.50,,25235.40,,873.90,,18239.00,,11914.90,,1086.00,,800.30,,1711.70,,15437.60,,12349.10,,7297.80,,6976.50,,13969.30,
87,547.38,528.12,527.30,,7139.70,,365.20,,12024.20,,484.10,,1231.90,,25327.00,,899.10,,18302.60,,11978.10,,1080.00,,788.50,,1713.20,,15465.00,,12384.60,,7545.60,,6970.90,,13837.50,
88,547.50,532.11,530.80,,7474.40,,454.20,,12023.50,,488.00,,1229.80,,25444.70,,900.40,,18357.20,,12031.00,,1069.70,,767.60,,1726.90,,15475.30,,12445.30,,7796.20,,6964.20,,13728.10,
89,547.62,536.10,527.90,,7912.30,,688.40,,12059.10,,496.20,,1235.20,,25515.10,,917.30,,18386.30,,12074.60,,1066.50,,763.80,,1753.50,,15528.00,,12461.30,,8043.00,,6976.30,,13591.50,
90,547.74,540.09,526.70,,8426.90,,1214.80,,12124.00,,500.30,,1232.20,,25643.20,,926.00,,18461.80,,12105.90,,1062.40,,745.20,,1751.30,,15556.10,,12487.90,,8323.70,,6983.50,,13463.80,
91,547.86,544.07,525.20,,8896.20,,1766.20,,12164.40,,508.60,,1241.00,,25732.30,,945.70,,18527.10,,12187.40,,1051.00,,729.80,,1772.30,,15625.30,,12525.90,,8634.80,,6990.10,,13341.80,
92,547.98,548.06,532.20,,9152.20,,1637.10,,12200.10,,506.90,,1234.50,,25871.30,,952.30,,18557.60,,12226.40,,1048.50,,705.00,,1783.60,,15658.30,,12542.30,,8937.90,,6985.80,,13184.30,
93,548.10,552.04,532.20,,9082.80,,1108.10,,12267.80,,513.60,,1236.20,,25965.10,,975.80,,18610.30,,12276.60,,1037.50,,687.50,,1771.60,,15664.40,,12578.20,,9245.10,,7002.20,,13053.40,
94,548.22,556.01,527.10,,8759.10,,766.70,,12330.40,,527.50,,1242.80,,26104.10,,976.40,,18636.10,,12336.20,,1031.20,,659.00,,1782.10,,15690.60,,12587.80,,9602.40,,6999.20,,12894.10,
95,548.34,559.99,527.40,,8329.80,,617.70,,12398.40,,531.50,,1250.30,,26242.70,,1005.00,,18684.20,,12383.40,,1032.40,,640.20,,1790.80,,15751.70,,12627.90,,9973.30,,7014.00,,12730.20,
96,548.46,563.96,526.40,,7935.70,,586.30,,12525.10,,542.60,,1260.90,,26373.30,,1018.10,,18743.00,,12443.70,,1021.40,,617.30,,1804.60,,15767.80,,12655.10,,10354.70,,7019.00,,12564.20,
97,548.57,567.94,527.40,,7589.60,,634.40,,12690.70,,541.70,,1261.10,,26466.80,,1028.40,,18776.40,,12465.70,,1009.70,,594.00,,1814.40,,15801.20,,12660.80,,10728.20,,7016.30,,12386.60,
98,548.69,571.91,528.90,,7329.50,,759.70,,12876.50,,548.80,,1263.60,,26594.20,,1044.10,,18810.10,,12540.40,,1014.00,,570.40,,1816.70,,15814.60,,12653.10,,11117.50,,7033.20,,12222.30,
99,548.81,575.87,528.30,,7143.90,,989.80,,12982.30,,550.80,,1273.70,,26683.10,,1063.40,,18810.70,,12545.10,,1015.10,,556.90,,1827.00,,15818.50,,12643.60,,11497.90,,7022.40,,12016.80,
100,548.93,579.84,528.90,,7032.80,,1161.10,,12981.60,,555.20,,1279.80,,26779.30,,1067.70,,18827.30,,12613.30,,1006.60,,537.60,,1830.00,,15831.70,,12641.30,,11906.30,,7025.30,,11798.60,
101,549.05,583.80,529.20,,6942.40,,1063.30,,12924.10,,556.00,,1286.90,,26887.50,,1089.00,,18874.90,,12666.90,,1011.90,,522.60,,1838.20,,15867.50,,12664.20,,12339.10,,7022.80,,11620.60,
102,549.17,587.77,528.90,,6909.50,,822.80,,12868.50,,562.50,,1299.10,,26965.40,,1112.10,,18893.70,,12739.90,,1006.70,,502.10,,1850.80,,15903.60,,12670.20,,12749.60,,7035.40,,11424.50,
103,549.29,591.73,528.50,,6902.20,,656.60,,12845.20,,557.20,,1300.90,,26939.50,,1123.80,,18941.60,,12775.00,,993.60,,480.60,,1847.10,,15900.70,,12670.80,,13200.00,,7038.20,,11244.10,
104,549.41,595.69,527.90,,6926.80,,568.50,,12843.00,,561.20,,1316.50,,26921.70,,1134.70,,18974.90,,12838.80,,1001.60,,468.80,,1850.60,,15940.30,,12679.10,,13593.00,,7067.50,,11059.30,
105,549.53,599.64,529.00,,6996.20,,509.70,,12869.30,,560.00,,1333.20,,26902.80,,1156.90,,18990.30,,12885.00,,1006.40,,454.30,,1863.20,,15960.70,,12692.90,,14001.10,,7058.00,,10850.00,
106,549.65,603.60,527.60,,7082.40,,485.30,,12921.20,,563.40,,1336.10,,26890.70,,1168.70,,19002.70,,12951.30,,1001.10,,442.80,,1870.70,,16001.50,,12715.00,,14385.50,,7076.60,,10630.70,
107,549.77,607.55,529.30,,7161.60,,485.10,,12945.80,,555.50,,1342.70,,26884.10,,1194.70,,19066.00,,13041.60,,1001.50,,418.80,,1872.30,,16034.70,,12699.40,,14695.80,,7080.50,,10456.70,
108,549.89,611.50,526.60,,7192.10,,499.80,,13006.50,,566.20,,1350.80,,26914.00,,1212.90,,19094.20,,13108.90,,1004.10,,405.20,,1882.20,,16055.90,,12736.10,,15014.60,,7107.80,,10261.30,
109,550.01,615.45,529.60,,7141.60,,519.40,,13064.20,,568.80,,1373.60,,26914.00,,1238.90,,19145.00,,13207.30,,1011.10,,399.10,,1888.20,,16124.20,,12728.90,,15197.90,,7111.30,,10061.20,
110,550.13,619.39,528.60,,7066.10,,525.10,,13120.80,,567.10,,1374.00,,26958.70,,1248.70,,19174.20,,13311.60,,1001.30,,384.20,,1891.90,,16135.20,,12751.20,,15275.10,,7117.20,,9862.20,
111,550.25,623.34,526.90,,6971.70,,534.00,,13168.10,,563.50,,1386.30,,26959.20,,1270.60,,19217.90,,13438.90,,1017.40,,376.70,,1903.00,,16173.70,,12757.20,,15265.10,,7132.20,,9686.30,
112,550.37,627.28,525.30,,6892.70,,541.60,,13234.20,,568.80,,1395.30,,26987.30,,1285.10,,19245.30,,13592.00,,1025.80,,363.60,,1911.00,,16212.80,,12788.50,,15216.60,,7146.40,,9465.80,
113,550.49,631.22,529.90,,6847.80,,554.70,,13341.10,,570.90,,1393.30,,27032.10,,1302.60,,19308.20,,13804.10,,1018.60,,349.20,,1914.40,,16271.00,,12794.30,,15098.90,,7169.10,,9294.20,
114,550.61,635.16,529.10,,6796.00,,586.50,,13406.30,,576.10,,1399.40,,27060.40,,1331.90,,19342.80,,14058.40,,1036.70,,343.80,,1924.90,,16291.00,,12833.70,,14983.30,,7191.80,,9109.30,
115,550.72,639.09,531.00,,6779.90,,607.40,,13488.40,,576.60,,1402.80,,27115.70,,1351.30,,19390.30,,14438.90,,1039.10,,329.70,,1931.70,,16315.30,,12830.90,,14881.60,,7196.90,,8934.60,
116,550.84,643.03,535.20,,6766.20,,635.70,,13559.40,,567.50,,1402.00,,27189.50,,1372.10,,19458.70,,14944.80,,1037.70,,323.30,,1949.90,,16357.00,,12858.40,,14810.40,,7200.00,,8720.50,
117,550.96,646.96,529.00,,6760.90,,678.20,,13653.20,,569.60,,1396.10,,27264.40,,1388.80,,19507.20,,15583.10,,1050.00,,315.50,,1963.10,,16384.30,,12861.50,,14784.30,,7225.60,,8538.70,
118,551.08,650.89,533.00,,6783.00,,711.50,,13752.20,,559.40,,1385.30,,27352.90,,1411.30,,19565.40,,16307.30,,1061.50,,309.20,,1968.70,,16435.30,,12890.90,,14735.10,,7246.70,,8361.30,
119,551.20,654.82,530.70,,6819.60,,756.90,,13858.40,,556.50,,1383.50,,27477.40,,1435.80,,19631.50,,17075.40,,1066.30,,300.10,,1982.30,,16524.60,,12924.70,,14690.70,,7264.80,,8201.90,
120,551.32,658.74,525.80,,6854.40,,793.70,,13997.00,,564.00,,1381.50,,27578.20,,1445.20,,19696.70,,17767.40,,1076.20,,289.80,,1979.90,,16532.00,,12958.00,,14583.20,,7286.60,,8011.10,
121,551.44,662.67,530.80,,6910.60,,835.30,,14107.50,,555.30,,1361.70,,27746.40,,1477.00,,19757.70,,18331.80,,1087.30,,287.60,,1994.30,,16610.90,,12997.00,,14440.00,,7310.70,,7840.60,
122,551.56,666.59,532.90,,6960.60,,886.30,,14217.90,,547.80,,1345.50,,28019.90,,1491.50,,19839.30,,18629.40,,1098.50,,285.40,,2004.50,,16625.70,,13006.30,,14277.40,,7313.50,,7668.20,
123,551.68,670.51,532.00,,6995.90,,936.60,,14347.20,,557.20,,1331.50,,28436.70,,1519.40,,19855.90,,18746.30,,1110.30,,284.00,,2022.80,,16696.60,,13046.90,,14157.00,,7330.40,,7501.60,
124,551.80,674.43,534.90,,7020.00,,1006.20,,14506.00,,553.20,,1315.30,,29166.40,,1541.90,,19943.60,,18523.70,,1125.70,,280.50,,2035.50,,16764.30,,13079.00,,14024.00,,7370.60,,7331.00,
125,551.92,678.34,533.50,,7027.60,,1085.10,,14677.40,,554.00,,1303.20,,30344.10,,1568.20,,20024.90,,18135.20,,1135.30,,273.70,,2048.50,,16798.90,,13113.10,,13952.70,,7387.10,,7163.40,
126,552.04,682.26,527.50,,7036.90,,1182.30,,14826.50,,569.60,,1279.20,,31602.40,,1588.00,,20082.60,,17582.10,,1147.60,,273.60,,2055.70,,16855.00,,13162.50,,13952.40,,7427.20,,7014.60,
127,552.16,686.17,529.30,,7034.00,,1291.10,,14961.00,,568.10,,1263.40,,32159.90,,1617.60,,20135.00,,17062.50,,1171.00,,273.20,,2083.10,,16922.70,,13183.30,,14033.40,,7456.20,,6853.80,
128,552.28,690.08,530.40,,7062.90,,1409.10,,15085.60,,572.70,,1235.40,,31670.50,,1638.80,,20204.30,,16594.20,,1174.00,,271.80,,2084.90,,16967.40,,13232.70,,14140.80,,7467.20,,6693.20,
129,552.39,693.99,534.70,,7059.90,,1564.10,,15233.10,,573.80,,1206.70,,30816.60,,1664.20,,20299.10,,16230.00,,1208.00,,274.60,,2113.40,,17007.40,,13255.60,,14319.80,,7495.90,,6535.70,
130,552.51,697.89,537.70,,7089.70,,1722.90,,15406.80,,572.60,,1189.40,,30109.70,,1682.30,,20360.00,,15972.70,,1218.30,,280.50,,2128.60,,17072.40,,13271.70,,14524.70,,7514.70,,6382.70,
131,552.63,701.80,533.10,,7147.30,,1905.40,,15646.60,,584.70,,1163.30,,29734.90,,1708.30,,20389.10,,15796.90,,1231.30,,281.60,,2136.80,,17111.10,,13321.80,,14730.80,,7543.20,,6231.70,
132,552.75,705.70,527.80,,7182.10,,2097.00,,15861.70,,592.00,,1143.50,,29672.40,,1732.40,,20460.90,,15674.80,,1248.70,,283.30,,2146.40,,17150.00,,13330.70,,14980.80,,7580.40,,6086.20,
133,552.87,709.60,527.80,,7220.90,,2355.90,,16143.80,,591.70,,1127.10,,29912.20,,1774.10,,20513.30,,15528.60,,1263.80,,282.80,,2156.50,,17216.10,,13363.90,,15230.20,,7592.70,,5929.10,
134,552.99,713.50,532.60,,7241.00,,2655.90,,16467.70,,588.70,,1101.80,,30363.00,,1802.50,,20560.20,,15464.50,,1283.20,,290.60,,2174.60,,17246.10,,13396.50,,15514.30,,7618.70,,5811.50,
135,553.11,717.39,535.50,,7287.70,,3081.90,,16839.30,,582.60,,1089.50,,31177.30,,1845.20,,20639.40,,15372.20,,1299.60,,294.10,,2194.90,,17287.70,,13429.60,,15813.30,,7657.10,,5666.70,
136,553.23,721.29,537.10,,7360.90,,3662.70,,17342.30,,595.60,,1063.20,,32315.40,,1875.70,,20694.90,,15336.50,,1316.60,,302.20,,2210.40,,17339.90,,13468.80,,16134.60,,7665.60,,5529.70,
137,553.35,725.18,532.90,,7463.30,,4492.30,,18040.80,,597.60,,1050.50,,33450.00,,1915.90,,20762.40,,15340.00,,1341.70,,316.90,,2236.20,,17376.30,,13490.80,,16492.00,,7691.60,,5388.30,
138,553.47,729.07,534.00,,7640.40,,5716.70,,18987.40,,597.50,,1030.00,,34273.70,,1971.30,,20804.50,,15353.30,,1356.40,,329.00,,2259.00,,17415.60,,13534.80,,16922.40,,7722.00,,5254.00,
139,553.59,732.96,532.80,,7910.20,,7638.60,,20273.40,,601.20,,1020.20,,34789.40,,2022.20,,20867.20,,15402.30,,1380.00,,336.20,,2262.70,,17471.50,,13547.80,,17399.80,,7724.60,,5124.20,
140,553.71,736.84,534.80,,8175.90,,10849.20,,21884.10,,605.00,,1003.10,,35261.80,,2060.70,,20929.90,,15476.50,,1403.40,,344.70,,2287.60,,17500.40,,13581.20,,17956.40,,7766.10,,4976.70,
141,553.82,740.72,537.10,,8377.20,,16312.20,,23669.20,,611.60,,990.80,,35960.20,,2093.10,,20981.40,,15576.10,,1425.40,,356.20,,2303.90,,17552.00,,13634.20,,18594.40,,7791.30,,4878.40,
142,553.94,744.61,537.10,,8564.30,,24878.90,,25287.70,,617.20,,962.50,,36574.40,,2117.40,,21040.90,,15699.10,,1449.60,,379.10,,2329.40,,17602.50,,13646.50,,19339.40,,7791.30,,4745.10,
143,554.06,748.49,536.90,,8908.20,,34074.20,,26735.00,,624.40,,961.10,,36772.30,,2143.40,,21094.00,,15833.70,,1469.50,,393.30,,2357.10,,17652.40,,13685.60,,20127.90,,7836.10,,4648.60,
144,554.18,752.36,534.30,,9419.70,,37238.60,,28318.50,,632.20,,936.40,,36454.90,,2172.20,,21109.70,,15962.30,,1491.00,,412.20,,2372.80,,17667.90,,13722.10,,20990.60,,7844.30,,4524.80,
145,554.30,756.24,533.90,,9706.40,,32147.30,,30614.90,,643.20,,918.90,,35868.30,,2201.30,,21205.10,,16122.20,,1521.50,,434.50,,2395.60,,17719.50,,13742.70,,21814.90,,7873.30,,4401.60,
146,554.42,760.11,533.20,,9735.50,,24403.80,,32953.60,,650.60,,906.50,,35378.90,,2242.00,,21272.50,,16327.20,,1556.00,,458.90,,2419.50,,17746.90,,13784.70,,22536.30,,7908.70,,4296.30,
147,554.54,763.99,535.60,,9694.10,,18779.20,,33412.70,,652.90,,888.60,,35078.40,,2294.40,,21329.60,,16537.40,,1574.10,,479.80,,2439.80,,17809.20,,13828.00,,23129.90,,7925.20,,4199.20,
148,554.66,767.86,537.60,,9683.60,,15864.40,,31222.10,,663.40,,876.90,,34799.30,,2349.20,,21385.10,,16736.00,,1606.80,,504.00,,2464.90,,17870.30,,13862.00,,23485.90,,7960.10,,4069.40,
149,554.78,771.72,535.60,,9777.20,,14321.60,,28061.90,,669.40,,859.30,,34438.90,,2413.60,,21452.90,,16970.60,,1634.90,,538.30,,2491.10,,17885.20,,13895.60,,23657.20,,7974.20,,3987.00,
150,554.90,775.59,534.30,,9871.20,,12906.70,,25564.50,,685.90,,838.70,,33844.70,,2484.40,,21533.10,,17197.50,,1667.60,,568.20,,2536.80,,17950.60,,13950.20,,23622.00,,8024.50,,3890.20,
151,555.01,779.45,534.00,,9779.00,,11149.80,,23977.00,,701.80,,822.10,,33039.40,,2575.20,,21595.70,,17424.60,,1701.90,,600.50,,2549.40,,17983.10,,13977.60,,23397.20,,8045.60,,3790.90,
152,555.13,783.31,533.70,,9467.50,,9161.00,,23154.50,,716.60,,808.70,,32245.90,,2676.00,,21645.70,,17614.60,,1745.00,,641.70,,2584.90,,17998.90,,14016.40,,23038.70,,8072.10,,3704.00,
153,555.25,787.17,535.00,,9082.40,,7311.30,,22763.00,,723.70,,791.10,,31517.80,,2796.40,,21717.60,,17711.90,,1775.60,,684.90,,2607.60,,18020.40,,14064.00,,22469.10,,8083.00,,3610.00,
154,555.37,791.03,537.30,,8734.10,,5816.20,,22516.90,,736.00,,766.20,,30953.00,,2924.20,,21796.20,,17843.20,,1818.10,,725.20,,2639.40,,18081.90,,14135.70,,21810.20,,8128.10,,3521.60,
155,555.49,794.89,538.50,,8547.70,,4635.40,,22254.60,,760.80,,744.20,,30556.90,,3073.40,,21870.30,,17867.60,,1874.40,,772.50,,2674.60,,18115.40,,14207.30,,21048.40,,8170.90,,3440.70,
156,555.61,798.74,536.90,,8522.80,,3753.70,,21810.00,,780.80,,732.80,,30315.90,,3240.90,,21981.80,,17913.80,,1925.60,,835.60,,2716.70,,18183.70,,14294.40,,20150.40,,8210.80,,3349.30,
157,555.73,802.59,536.40,,8653.80,,3082.50,,21288.10,,804.70,,716.80,,30212.10,,3445.10,,22063.10,,17949.70,,1992.70,,898.50,,2750.80,,18287.20,,14454.00,,19220.60,,8288.10,,3277.30,
158,555.85,806.44,537.00,,8908.60,,2591.70,,20670.60,,828.30,,705.50,,30165.50,,3694.90,,22216.10,,18005.30,,2043.10,,970.60,,2795.10,,18366.70,,14674.40,,18213.20,,8405.60,,3231.10,
159,555.97,810.29,535.90,,9200.90,,2203.60,,20109.60,,843.50,,681.70,,30194.70,,3974.80,,22319.80,,18045.80,,2125.70,,1039.90,,2832.70,,18444.60,,15052.10,,17224.10,,8582.50,,3154.70,
160,556.09,814.14,532.60,,9344.80,,1912.40,,19678.70,,878.50,,663.20,,30258.80,,4297.80,,22431.60,,18093.20,,2196.00,,1127.50,,2878.70,,18663.20,,15844.30,,16187.20,,8870.80,,3089.80,
161,556.20,817.98,534.40,,9268.20,,1676.30,,19357.70,,901.70,,647.10,,30301.50,,4705.80,,22614.90,,18148.90,,2292.80,,1223.10,,2946.20,,18953.70,,17514.40,,15237.30,,9456.30,,3027.50,
162,556.32,821.82,537.70,,9038.40,,1481.50,,19166.80,,934.40,,634.10,,30450.90,,5162.20,,22750.40,,18186.40,,2405.80,,1352.30,,3005.90,,19487.20,,21068.40,,14322.70,,10454.90,,2975.20,
163,556.44,825.66,537.70,,8740.90,,1336.50,,19091.90,,976.10,,611.80,,30604.70,,5648.10,,22946.80,,18176.70,,2519.20,,1469.90,,3055.00,,20042.00,,24604.50,,13469.90,,11371.30,,2921.90,
164,556.56,829.50,538.40,,8530.10,,1212.60,,19041.50,,1018.50,,598.60,,30899.60,,6146.30,,23115.80,,18198.10,,2638.00,,1616.10,,3125.90,,20048.80,,23669.20,,12670.80,,11208.60,,2875.90,
165,556.68,833.33,535.40,,8382.90,,1103.90,,19125.20,,1061.10,,589.20,,31145.90,,6601.80,,23300.50,,18220.50,,2801.30,,1802.00,,3201.40,,19574.10,,19933.70,,11927.20,,10281.20,,2846.20,
166,556.80,837.17,537.50,,8322.80,,1012.30,,19358.90,,1089.60,,579.70,,31246.50,,6892.40,,23515.40,,18252.60,,2975.10,,2015.70,,3273.40,,19266.70,,17523.30,,11248.00,,9665.00,,2806.90,
167,556.92,841.00,536.60,,8365.20,,937.60,,19664.20,,1124.90,,554.60,,31133.70,,6977.80,,23665.60,,18268.80,,3154.70,,2274.70,,3373.00,,19220.60,,16551.30,,10610.60,,9564.20,,2771.60,
168,557.04,844.83,536.60,,8530.10,,873.10,,19845.70,,1167.80,,542.20,,31044.00,,6864.70,,23861.40,,18300.40,,3378.30,,2585.80,,3473.90,,19385.90,,16416.00,,10035.40,,9921.40,,2774.80,
169,557.15,848.66,539.40,,8661.40,,802.60,,19811.30,,1217.30,,531.90,,31017.80,,6594.00,,24050.40,,18329.40,,3593.10,,2994.70,,3582.20,,19863.20,,16929.40,,9513.20,,10894.60,,2769.60,
170,557.27,852.48,536.00,,8583.00,,751.10,,19596.60,,1278.00,,521.00,,31033.50,,6267.20,,24260.00,,18358.70,,3834.70,,3524.10,,3722.00,,20734.60,,18311.60,,9029.20,,12742.70,,2775.30,
171,557.39,856.31,540.80,,8435.40,,709.90,,19480.30,,1323.80,,506.60,,31056.80,,5966.30,,24481.70,,18434.00,,4065.20,,4202.00,,3890.20,,21505.70,,21561.00,,8571.20,,14214.60,,2793.60,
172,557.51,860.13,538.20,,8333.30,,673.20,,19477.60,,1372.00,,496.70,,31119.60,,5710.90,,24714.30,,18567.10,,4300.10,,5099.70,,4078.90,,21442.20,,26995.60,,8154.80,,13783.50,,2814.80,
173,557.63,863.95,540.50,,8387.60,,649.10,,19607.60,,1435.40,,488.40,,31199.50,,5577.50,,25036.90,,18731.50,,4525.30,,6272.20,,4297.10,,21124.50,,29957.60,,7779.20,,12870.80,,2865.20,
174,557.75,867.76,539.60,,8530.30,,630.40,,19935.30,,1510.20,,484.30,,31286.60,,5513.80,,25355.60,,18995.80,,4718.10,,7769.40,,4576.50,,21344.80,,26394.40,,7423.00,,13148.50,,2910.10,
175,557.87,871.58,538.00,,8747.60,,619.90,,20577.30,,1600.90,,469.40,,31380.10,,5549.50,,25743.70,,19350.40,,4892.50,,9558.70,,4902.60,,21780.80,,21367.80,,7087.80,,13749.00,,2959.50,
176,557.99,875.39,542.20,,8967.30,,605.00,,21302.40,,1693.90,,449.30,,31492.00,,5690.80,,26213.80,,19834.00,,5031.80,,11510.20,,5315.50,,21606.80,,18601.60,,6787.20,,13187.80,,2989.10,
177,558.10,879.20,541.40,,9085.00,,597.20,,21420.70,,1811.60,,450.10,,31575.30,,5934.90,,26797.70,,20449.00,,5172.30,,13356.30,,5840.20,,21009.30,,17448.30,,6507.90,,12016.90,,3040.40,
178,558.22,883.01,541.60,,9073.90,,594.50,,20931.20,,1933.70,,437.20,,31659.50,,6232.40,,27470.30,,21229.70,,5317.70,,14701.90,,6483.50,,20752.60,,17046.50,,6229.60,,11526.20,,3085.60,
179,558.34,886.82,540.50,,9035.50,,581.10,,20528.60,,2088.50,,433.70,,31708.00,,6608.40,,28266.00,,22238.00,,5483.40,,15386.40,,7252.80,,21051.20,,17129.70,,5982.50,,12122.00,,3134.80,
180,558.46,890.63,538.20,,8949.90,,578.90,,20355.70,,2269.30,,425.40,,31749.70,,6956.90,,29179.00,,23485.40,,5686.40,,15092.40,,8192.50,,21603.60,,17688.80,,5749.00,,13070.70,,3184.10,
181,558.58,894.43,541.00,,8846.00,,581.70,,20332.50,,2487.00,,421.10,,31802.10,,7267.80,,30170.20,,24963.90,,5948.30,,13810.40,,9239.30,,21688.50,,18870.70,,5520.30,,13038.80,,3236.80,
182,558.70,898.23,542.20,,8715.60,,603.80,,20392.40,,2739.40,,414.90,,31849.10,,7461.50,,31191.90,,26535.30,,6288.20,,11932.30,,10385.50,,21326.20,,21138.00,,5320.50,,12316.50,,3291.50,
183,558.82,902.03,537.60,,8722.80,,634.60,,20533.80,,3075.20,,407.50,,31940.70,,7484.50,,32212.00,,28097.50,,6757.10,,10002.70,,11560.20,,21235.80,,24954.60,,5121.50,,12168.90,,3359.50,
184,558.94,905.83,541.10,,8762.10,,697.70,,20691.80,,3482.50,,399.80,,32047.90,,7424.20,,33074.80,,29350.60,,7337.80,,8437.40,,12666.10,,21416.50,,28958.30,,4919.20,,12515.00,,3420.30,
185,559.05,909.62,541.10,,8861.60,,811.00,,20872.80,,3959.70,,401.60,,32188.00,,7264.40,,33706.60,,30154.90,,8111.70,,7409.20,,13629.10,,21715.20,,29471.30,,4748.60,,12939.00,,3525.90,
186,559.17,913.42,541.80,,8969.60,,1013.70,,21099.30,,4531.80,,396.30,,32357.80,,7102.90,,34096.20,,30424.40,,9060.80,,6904.00,,14385.10,,21767.20,,26540.50,,4556.60,,12943.20,,3633.80,
187,559.29,917.21,540.20,,9080.10,,1432.40,,21277.50,,5261.10,,392.80,,32588.90,,7011.70,,34365.40,,30040.80,,10225.00,,6949.70,,14981.80,,21631.70,,23211.30,,4390.80,,12672.20,,3732.20,
188,559.41,921.00,540.50,,9103.60,,2507.80,,21517.70,,6271.00,,382.00,,32906.40,,7038.00,,34729.20,,29272.00,,11500.50,,7539.20,,15442.30,,21678.20,,20942.20,,4226.90,,12715.90,,3818.50,
189,559.53,924.79,540.20,,9076.20,,4126.20,,21792.80,,7676.90,,380.30,,33292.20,,7267.70,,35338.80,,28133.00,,12758.60,,8745.30,,15843.70,,22132.40,,19986.40,,4080.30,,13679.20,,3889.40,
190,559.65,928.57,541.60,,8992.30,,4089.90,,22032.70,,9841.50,,375.60,,33832.30,,7704.00,,36466.90,,26870.20,,13844.30,,10567.80,,16417.50,,23154.20,,20352.20,,3942.40,,15882.40,,3920.80,
191,559.77,932.35,546.30,,8944.60,,2608.70,,22294.70,,13265.30,,373.00,,34585.80,,8479.90,,38176.30,,25610.00,,14540.50,,12859.50,,17375.50,,24503.90,,22393.40,,3790.80,,18552.40,,3904.90,
192,559.88,936.13,545.10,,8927.80,,1583.60,,22575.70,,18386.70,,376.20,,35535.00,,9656.80,,40153.80,,24439.70,,14667.90,,15146.80,,18798.00,,25193.30,,26699.30,,3670.70,,19665.10,,3889.40,
193,560.00,939.91,542.70,,8975.50,,1165.60,,22957.60,,23958.50,,375.00,,36726.60,,11473.40,,42009.50,,23437.40,,14259.20,,16748.70,,20534.30,,24932.20,,30534.10,,3528.70,,18813.60,,3831.60,
