Integration Time,50,,,,,,,,,,,,,,,,,,
Timestamp,2019-03-04 08_23_13.758000,,,,,,,,,,,,,,,,,,
Note,,,,,,,,,,,,,,,,,,,
Temperature,10.02,,,,,,,,,,,,,,,,,,
CCD C0,801.7174072,,,,,,,,,,,,,,,,,,
CCD C1,0.141220003,,,,,,,,,,,,,,,,,,
CCD C2,-5.61E-06,,,,,,,,,,,,,,,,,,
CCD C3,-8.54E-09,,,,,,,,,,,,,,,,,,
CCD Offset,0,,,,,,,,,,,,,,,,,,
CCD Gain,1.9,,,,,,,,,,,,,,,,,,
Laser Wavelength,785,,,,,,,,,,,,,,,,,,
Laser Enable,FALSE,,,,,,,,,,,,,,,,,,
Laser Power,100,,,,,,,,,,,,,,,,,,
Laser Temperature,0,,,,,,,,,,,,,,,,,,
Pixel Count,1024,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Pixel,Wavelength,Wavenumber,2019-03-04 08:23:13 Toluene 10x50ms Spectrum,2019-03-04 08:23:32 Cyclohexane 10x50ms Spectrum,2019-03-04 08:24:40 Benzene 10x25ms Spectrum,2019-03-04 08:25:43 BMSB 10x5ms Spectrum,2019-03-04 08:26:42 Caffeine 10x100ms Spectrum,2019-03-04 08:26:57 AmmoniumNitrate 10x100ms Spectrum,2019-03-04 08:27:19 Isopropanol 10x100ms Spectrum,2019-03-04 08:27:35 Acetaminophen 10x100ms Spectrum,2019-03-04 08:27:52 Acetone 10x100ms Spectrum,2019-03-04 08:28:31 CoconutOil 10x200ms Spectrum,2019-03-04 08:30:17 Methanol 10x200ms Spectrum,2019-03-04 08:30:36 MineralOil 10x200ms Spectrum,2019-03-04 08:31:32 Fructose 10x500ms Spectrum,2019-03-04 08:31:56 Sugar 10x500ms Spectrum,2019-03-04 08:32:20 GlucoseSolution 10x500ms Spectrum,2019-03-04 08:32:50 Sucrose 10x500ms Spectrum,2019-03-04 08:34:51 AmmoniumChloride 10x500ms Spectrum
80,812.97,438.35,191.3,461,106.2,191.6,4553.9,308.2,1486.1,6004.5,321.2,8776.3,170.5,2611.9,4891.4,12895.8,3557.6,6047.3,1940.9
81,813.11,440.47,187.3,376,104.6,197.3,5318.7,290.9,1402.3,6037.2,313.3,8750.4,156.7,2618.2,4350.7,13540.1,3605.8,6656.7,1969.3
82,813.26,442.59,181,306.3,99.1,213.4,5741.1,298.8,1332.5,6074.1,311.9,8732.4,152.8,2648.1,4031.2,13538.3,3652.9,6577.7,2010
83,813.4,444.71,185.5,265.9,98.1,241.5,5660.2,291.5,1248.2,6186.5,306.7,8722.4,151.4,2661.4,3921,12928.6,3712.4,6088.6,2029.4
84,813.54,446.82,193.6,237.4,102.1,309.5,5173.9,303.2,1168.3,6316.2,309.1,8748.4,160.2,2665.4,3950.4,11859.9,3721.4,5177.6,2070.5
85,813.68,448.94,208.6,216,98.9,426.8,4366,295.9,1076.2,6503.1,330.3,8772.8,155.2,2667.5,4234.5,10609.4,3677.4,4132.2,2087.7
86,813.82,451.05,217.8,183,99.7,564.3,3504.8,294.8,1005,6731.4,325,8813.6,160.4,2626.9,4757.4,9517.2,3619.8,3206,2092.8
87,813.96,453.17,246.7,182.1,93.9,673.9,2836.7,296.5,924.1,7004.1,336.3,8824,146.2,2614.5,5610.1,8741.1,3510.2,2545.4,2165
88,814.1,455.28,299.1,166.7,93.5,699.1,2346.7,289.1,862.9,7354.7,330.5,8854.9,155,2583.2,6754.3,8264.4,3425.5,2132.8,2194.9
89,814.24,457.39,378.2,164.3,87.5,650.4,2051.6,282.8,795.7,7836.7,338.9,8838.4,151.6,2546.3,8024.1,7948.9,3306.3,1878.8,2231
90,814.38,459.51,477.3,159.8,85.5,528.6,1925.3,296.6,757.4,8404.2,363.2,8866.6,158.1,2532,9161.7,7810.4,3189.5,1729,2265
91,814.52,461.62,566.5,159.1,83.9,399.7,1851.2,303.2,734,8864.3,385,8830.4,156.4,2474.1,10040.2,7723.1,3097.3,1663.1,2282.8
92,814.66,463.73,622.7,168.9,79.1,292.5,1834.3,291.1,700.3,9139.9,395.2,8870.1,149.2,2474.4,10510,7811,3012.7,1706.9,2351.9
93,814.8,465.83,613.9,166.5,82.9,237.1,1875.4,301.3,694,9124.6,419,8847.5,147.2,2425,10443.4,7844.8,2897.1,1721.9,2355.7
94,814.94,467.94,575.1,181.2,79.5,213.9,1947.2,293.7,686,8775.9,439.2,8850.7,148.8,2406.7,9888,7975.2,2821.4,1840.5,2402.1
95,815.08,470.05,494.5,192.8,78.1,216.2,2171.9,291.9,710.3,8288,485.8,8800.4,153.6,2372.7,8991.8,8186,2770.2,2019.2,2410.8
96,815.22,472.15,399.8,206.3,72.2,220.8,2592,281.9,757.2,7780.5,530.3,8833.3,158.1,2353,7756.5,8344.2,2723.4,2085.5,2428.4
97,815.36,474.26,319.7,207.4,73.5,220.5,3357.9,297.1,845.5,7350.2,594.9,8796.7,158.5,2337.1,6477.4,8425.7,2714.8,2160.9,2474.9
98,815.5,476.36,271.8,219.8,79,238.8,4524.6,290.1,948.8,7038.9,637.4,8774.5,161.2,2337.2,5233.8,8398.2,2694,2158.4,2477.3
99,815.63,478.47,257.7,212.9,72.7,230.5,5858.1,291.3,1121.8,6850.1,736.4,8765.3,163.9,2301.2,4274.9,8408.8,2747.4,2153.9,2508.6
100,815.77,480.57,238,198.4,74.5,225.6,6896.4,300,1332.7,6733.6,831.8,8790,164.2,2280.8,3628.8,8393.9,2779.4,2101.2,2512
101,815.91,482.67,229.2,182.7,72.2,221.4,7272.5,290.1,1553.3,6625.5,962.3,8757.8,165.8,2282.6,3254.1,8487.4,2845.4,2145.3,2557.2
102,816.05,484.77,232.2,160.2,74.7,201.6,6834.4,287.6,1755.5,6575.6,1087.9,8752,151.7,2274,3011.6,8606,2913.2,2245.5,2542.2
103,816.19,486.87,230.9,141.3,73.2,199.6,5756.5,293.3,1891.5,6509,1227.3,8736.5,165.9,2279.5,2900.9,8829,2988.2,2457.7,2554.9
104,816.33,488.97,242.1,126.3,68.5,188,4396.4,286.9,1922,6474.4,1318.7,8736.2,154.1,2251.3,2809.3,9157.4,3090.7,2719.6,2584.1
105,816.47,491.06,253.8,119.1,67.3,190.9,3191.2,284.7,1869.5,6486.1,1395.1,8730,173.5,2280.6,2786.8,9485.4,3193.4,3025,2559.5
106,816.61,493.16,270.9,95.8,70.7,194.5,2361.8,282.9,1740.5,6634.7,1404.1,8734,167.5,2267.5,2775,9800.8,3290.5,3250.9,2578.7
107,816.75,495.25,300.3,96.1,74.4,189.3,1904.1,285.7,1579.3,6953,1378.9,8716.1,169.3,2277.4,2814.4,9928.1,3373.3,3390.6,2574
