Integration Time,60,,,,,,,,,,,,,,,,
Timestamp,2019-02-27 22_00_07.072000,,,,,,,,,,,,,,,,
Note,,,,,,,,,,,,,,,,,
Temperature,-15.21,,,,,,,,,,,,,,,,
CCD C0,783.2348633,,,,,,,,,,,,,,,,
CCD C1,0.281951129,,,,,,,,,,,,,,,,
CCD C2,1.64E-05,,,,,,,,,,,,,,,,
CCD C3,-2.35E-08,,,,,,,,,,,,,,,,
CCD Offset,0,,,,,,,,,,,,,,,,
CCD Gain,1.9,,,,,,,,,,,,,,,,
Laser Wavelength,785,,,,,,,,,,,,,,,,
Laser Enable,FALSE,,,,,,,,,,,,,,,,
Laser Power,100,,,,,,,,,,,,,,,,
Laser Temperature,0,,,,,,,,,,,,,,,,
Pixel Count,1024,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Wavelength,2019-02-27 22:00:07 Toluene Spectrum,2019-02-27 22:00:27 Cyclohexane Spectrum,2019-02-27 22:01:19 Benzene Spectrum,2019-02-27 22:01:50 BMSB Spectrum,2019-02-27 22:02:50 Acetone Spectrum,2019-02-27 22:03:06 Isopropanol Spectrum,2019-02-27 22:03:22 Caffeine Spectrum,2019-02-27 22:03:38 Acetaminophen Spectrum,2019-02-27 22:03:56 AmmoniumNitrate Spectrum,2019-02-27 22:04:51 MineralOil Spectrum,2019-02-27 22:05:16 CoconutOil Spectrum,2019-02-27 22:05:35 Methanol Spectrum,2019-02-27 22:06:58 GlucoseSolution Spectrum,2019-02-27 22:07:21 Sucrose Spectrum,2019-02-27 22:07:48 Sugar Spectrum,2019-02-27 22:08:10 Fructose Spectrum,2019-02-27 22:08:33 AmmoniumChloride Spectrum
783.23,6.9,5.7,0.9,2.3,2.3,1.6,10.7,27.4,3.3,9.7,21.6,5.9,18.4,13.8,52.6,27.4,36.6
783.52,6.8,0.5,7.4,7.3,4.6,0.4,12.3,28.7,7.9,8,25,2.5,19.6,19.4,59,27.4,39.2
783.8,5.4,-3.4,6.3,3.1,3.5,-1.8,9.7,22.1,5.8,11.5,28.7,9.4,14.6,23.4,56.8,23,38.4
784.08,10.2,-1.3,4.6,6.4,0.6,0.3,6.5,25.1,4.6,4.2,21.2,0.5,18.4,24.6,58.8,26,32.8
784.36,14.7,1.6,3,5.1,6.5,2.6,12.1,28.7,6.1,12.6,28.4,4.8,21.8,28.2,60,37,40.4
784.65,10.7,1.1,4.9,3.2,6,6.7,14,35.7,6.1,10.1,22.5,3.5,20,25,65.6,33.4,36.8
784.93,7.6,-2.8,3.9,2.9,5,4.9,16.9,33.7,5.3,10.3,22.3,3.6,22.4,20,64,34,47
785.21,8.1,-2.3,9.5,2.8,6.8,1.8,14.5,32.1,5,14.8,26.7,2.4,21,21.2,59.4,34.4,43.6
785.49,16.2,-1.8,11.9,6,1.4,0.6,10,34.7,4.4,7.6,24.4,5.2,17.8,25.6,70.4,29.8,43.2
785.77,17.2,1,7.5,6.6,8.7,3.7,15.7,37.6,8.2,11,32.6,5.8,24.8,24.4,71.8,30.8,49.6
786.06,20.7,1.1,12.8,9.2,7.4,4.2,17.7,41.7,7.1,12,31.3,4.6,28.6,29.4,72.4,39.2,45.4
786.34,19.5,4,17.5,4.4,9,5.9,23.4,47.6,10.7,11.1,30.8,4.5,35.4,34.8,89.4,41.8,62.8
786.62,34.8,1.1,25.7,6.1,18.4,3.6,40.3,58.2,9.5,15.5,32.7,5.3,32.6,40.4,77.8,48.6,66.6
786.9,89.1,4.6,66.9,14.1,24.8,-1.2,85.3,77.1,4.4,17.8,38.2,9,38.4,65.6,84,69.2,79.8
787.19,247,16.5,194.1,18,81.6,8.1,217.5,168.6,15.7,34.2,72,19.6,44.8,106.4,92.2,94.4,110.4
787.47,569,36.3,452.5,32.1,195.9,30.2,422.1,405.3,28.6,90.6,157.6,51.1,82.4,145,143.8,127.4,144.2
787.75,1011,75.3,818.2,54.8,355.1,58,630.2,769.6,45.9,169,284.2,110.4,215.2,163,222.6,196.4,214.8
788.03,1423.1,102.3,1159.8,99,495.2,85.6,749.7,1098.5,68.5,255.5,406,168.7,346.6,176.8,313.6,214.2,251.8
788.32,1668.4,122.9,1374.3,147.2,583,108.6,727.7,1205.4,88.6,318.3,500.2,216.8,476.8,200,445.2,230,293.8
788.6,1771.3,122.7,1471.2,192.6,613.9,121.3,619.1,1090.5,112.2,332.1,533.4,230.1,570.4,281.2,603.2,242.8,370.2
788.88,1777.1,117.6,1496.8,213.9,587.5,115.6,482.5,938.7,122.5,336.6,547.5,240.2,604.2,419.4,797.6,249.8,409.8
789.16,1759.1,103.3,1500.4,205.2,581.9,119.1,369,952.4,153.7,324.2,542.2,242.8,620.6,565.4,1051.4,258.2,468.2
789.45,1738.5,100.3,1502.5,188.5,561.2,110.7,304.2,1250.7,191.7,322.1,551.5,257.8,643,725.8,1289.8,306.2,575.2
789.73,1712.5,88.7,1500.3,180.8,550.4,116.4,259.3,1764.8,233.9,313.4,556.6,262.8,672,828,1474,346.4,722
790.01,1684.7,86,1492,188.5,542.6,118,235.5,2261.4,280.9,305.6,562.1,271.2,717.2,836.2,1505.4,377.8,902.4
790.29,1652.9,70.8,1491.7,197.1,521.1,113.9,226.8,2504.7,314.7,311.9,591.6,290.4,755,714.8,1390.8,405.2,1102.4
