Enlighten Version,1.6.7
Serial Number,,,WP-00204,WP-00204,WP-00204,WP-00204,WP-00204,WP-00204,WP-00204,WP-00204,WP-00204,WP-00204,WP-00204,WP-00204,WP-00204,WP-00204,WP-00204,WP-00204,WP-00204,WP-00204,WP-00204,WP-00204,WP-00204,WP-00204,WP-00204,WP-00204,WP-00204,WP-00204
Measurement ID,,,20190528-172711-347103-WP-00204,20190528-172730-367130-WP-00204,20190528-172747-801162-WP-00204,20190528-172804-264192-WP-00204,20190528-172818-449220-WP-00204,20190528-172832-732248-WP-00204,20190528-173015-295399-WP-00204,20190528-173029-646427-WP-00204,20190528-173155-639555-WP-00204,20190528-173210-032583-WP-00204,20190528-173224-975611-WP-00204,20190528-173242-358643-WP-00204,20190528-173255-161668-WP-00204,20190528-173307-474693-WP-00204,20190528-173324-567724-WP-00204,20190528-173402-234791-WP-00204,20190528-173436-452854-WP-00204,20190528-173502-809906-WP-00204,20190528-173518-012934-WP-00204,20190528-173531-022953-WP-00204,20190528-173616-283016-WP-00204,20190528-173630-203035-WP-00204,20190528-173715-315102-WP-00204,20190528-173755-756166-WP-00204,20190528-173806-826182-WP-00204,20190528-173836-449230-WP-00204
Integration Time,,,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1000,1000,1000,1000,500,500,200,100,100,20
Timestamp,,,2019-05-28 17:27:11.347103,2019-05-28 17:27:30.367130,2019-05-28 17:27:47.801162,2019-05-28 17:28:04.264192,2019-05-28 17:28:18.449220,2019-05-28 17:28:32.732248,2019-05-28 17:30:15.295399,2019-05-28 17:30:29.646427,2019-05-28 17:31:55.639555,2019-05-28 17:32:10.032583,2019-05-28 17:32:24.975611,2019-05-28 17:32:42.358643,2019-05-28 17:32:55.161668,2019-05-28 17:33:07.474693,2019-05-28 17:33:24.567724,2019-05-28 17:34:02.234791,2019-05-28 17:34:36.452854,2019-05-28 17:35:02.809906,2019-05-28 17:35:18.012934,2019-05-28 17:35:31.022953,2019-05-28 17:36:16.283016,2019-05-28 17:36:30.203035,2019-05-28 17:37:15.315102,2019-05-28 17:37:55.756166,2019-05-28 17:38:06.826182,2019-05-28 17:38:36.449230
Note,,,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library,Sample Library
Temperature,,,9.9767782325805,9.9767782325805,9.959737892887631,9.942695953194743,9.99381697227335,10.010854111966182,9.959737892887631,9.959737892887631,9.959737892887631,9.9767782325805,9.99381697227335,9.9767782325805,9.9767782325805,9.959737892887631,9.9767782325805,9.9767782325805,9.959737892887631,9.959737892887631,9.9767782325805,9.99381697227335,9.9767782325805,9.9767782325805,9.99381697227335,9.942695953194743,9.959737892887631,9.9767782325805
CCD C0,,,640.9744873046875,640.9744873046875,640.9744873046875,640.9744873046875,640.9744873046875,640.9744873046875,640.9744873046875,640.9744873046875,640.9744873046875,640.9744873046875,640.9744873046875,640.9744873046875,640.9744873046875,640.9744873046875,640.9744873046875,640.9744873046875,640.9744873046875,640.9744873046875,640.9744873046875,640.9744873046875,640.9744873046875,640.9744873046875,640.9744873046875,640.9744873046875,640.9744873046875,640.9744873046875
CCD C1,,,0.11524999886751175,0.11524999886751175,0.11524999886751175,0.11524999886751175,0.11524999886751175,0.11524999886751175,0.11524999886751175,0.11524999886751175,0.11524999886751175,0.11524999886751175,0.11524999886751175,0.11524999886751175,0.11524999886751175,0.11524999886751175,0.11524999886751175,0.11524999886751175,0.11524999886751175,0.11524999886751175,0.11524999886751175,0.11524999886751175,0.11524999886751175,0.11524999886751175,0.11524999886751175,0.11524999886751175,0.11524999886751175,0.11524999886751175
CCD C2,,,-5.4810998335597105e-06,-5.4810998335597105e-06,-5.4810998335597105e-06,-5.4810998335597105e-06,-5.4810998335597105e-06,-5.4810998335597105e-06,-5.4810998335597105e-06,-5.4810998335597105e-06,-5.4810998335597105e-06,-5.4810998335597105e-06,-5.4810998335597105e-06,-5.4810998335597105e-06,-5.4810998335597105e-06,-5.4810998335597105e-06,-5.4810998335597105e-06,-5.4810998335597105e-06,-5.4810998335597105e-06,-5.4810998335597105e-06,-5.4810998335597105e-06,-5.4810998335597105e-06,-5.4810998335597105e-06,-5.4810998335597105e-06,-5.4810998335597105e-06,-5.4810998335597105e-06,-5.4810998335597105e-06,-5.4810998335597105e-06
CCD C3,,,-6.335299840287689e-09,-6.335299840287689e-09,-6.335299840287689e-09,-6.335299840287689e-09,-6.335299840287689e-09,-6.335299840287689e-09,-6.335299840287689e-09,-6.335299840287689e-09,-6.335299840287689e-09,-6.335299840287689e-09,-6.335299840287689e-09,-6.335299840287689e-09,-6.335299840287689e-09,-6.335299840287689e-09,-6.335299840287689e-09,-6.335299840287689e-09,-6.335299840287689e-09,-6.335299840287689e-09,-6.335299840287689e-09,-6.335299840287689e-09,-6.335299840287689e-09,-6.335299840287689e-09,-6.335299840287689e-09,-6.335299840287689e-09,-6.335299840287689e-09,-6.335299840287689e-09
CCD Offset,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
